"...1","t_id","t_name","num_exons","length","gene_id","gene_name","ctr_rep1+1","ctr_rep2+1","ctr_rep3+1","average control+1","t20_rep1+1","t20_rep2+1","t20_rep3+1","average t20+1","t40_rep1+1","t40_rep2+1","t40_rep3+1","average t40+1","FC average t20/control","log2FC t20","pvalue t20","FC average t40","log2FCt40","pvalue t49"
64287,64287,"rna-XM_003539005.5",10,1858,"MSTRG.21982","LOC100777773",1,1,1,1,11.481719,1.221611,1.725363,4.809564333,25.606028,23.467161,42.984997,30.686062,4.809564333,2.265906216,0.317599923,30.686062,4.939511609,0.008627549
9879,9879,"rna-XM_003519135.4",5,825,"MSTRG.3323","LOC100802714",2.303233,2.027487,1.985176,2.105298667,20.016687,4.561625,8.427694,11.002002,34.750393,53.699207,102.173401,63.54100033,5.225862807,2.385669251,0.127929097,30.18146609,4.915590983,0.037652915
96706,96706,"rna-NM_001248415.2",2,826,"MSTRG.32711","LOC100500506",1.545803,1.851657,1.181429,1.526296333,12.081523,2.91872,15.237538,10.07926033,30.778049,37.887257,65.367447,44.67758433,6.603737501,2.723282774,0.08185604,29.27189391,4.871444187,0.014965018
50829,50829,"rna-NM_001289319.1",5,1040,"MSTRG.17341","LOC100801449",4.16522,4.588519,3.983885,4.245874667,41.982517,8.808494,33.759556,28.18352233,82.046532,107.289528,175.321259,121.5524397,6.637860169,2.730718238,0.074389118,28.62836264,4.839373255,0.013571779
70070,70070,"rna-XM_003539958.5",10,1935,"MSTRG.23876","LOC100813623",1.568179,1.657985,1.58407,1.603411333,25.917089,3.061867,11.150948,13.37663467,34.035618,43.890747,57.32346,45.083275,8.342609528,3.060498722,0.153294629,28.11709888,4.81337584,0.002987076
43844,43844,"MSTRG.14956.8",3,1544,"MSTRG.14956",".",1,1.715747,1.722158,1.479301667,9.434205,1.400319,18.040754,9.625092667,27.668402,32.095774,64.180355,41.31484367,6.506511068,2.701884146,0.165650738,27.92861293,4.803672019,0.025770428
92973,92973,"MSTRG.31488.30",5,1083,"MSTRG.31488",".",1,1,1,1,17.060083,1.00277,10.997815,9.686889333,35.551414,29.969376,16.545315,27.35536833,9.686889333,3.27603346,0.137098167,27.35536833,4.773752076,0.00949819
51963,51963,"rna-NM_001248211.2",3,762,"MSTRG.17638","LOC100306444",3.977218,2.733954,2.072262,2.927811333,24.671309,6.047209,25.609997,18.77617167,81.279823,67.505142,88.154495,78.97982,6.413040162,2.681008442,0.068330499,26.97572043,4.753589585,0.000237493
106775,106775,"rna-XM_006602830.3",1,2315,"MSTRG.36083","LOC100777208",1.686124,1.222443,2.921275,1.943280667,30.786417,3.593497,19.815756,18.06522333,42.782494,53.798222,59.526524,52.03574667,9.296250224,3.216648902,0.111331391,26.77726772,4.742936854,0.000532232
34942,34942,"rna-NM_001248652.3",1,803,"MSTRG.11843","LOC100305963",2.337561,1.801343,2.436871,2.191925,35.133198,7.064833,38.070194,26.756075,33.746208,67.741661,72.590469,58.02611267,12.20665625,3.609596154,0.067829492,26.4726725,4.726431942,0.010273662
85408,85408,"rna-XM_003544928.5",1,1787,"MSTRG.28903","LOC100795913",1.40882,1.216326,1.840519,1.488555,31.844954,4.041317,26.253992,20.713421,25.158222,40.523636,52.092281,39.25804633,13.9151197,3.798581414,0.086331355,26.37325885,4.721003946,0.008398078
44726,44726,"rna-NM_001364541.1",1,1128,"MSTRG.15290","LOC106799532",1.265137,1.190788,1.165692,1.207205667,10.956976,3.712792,11.121231,8.596999667,18.69635,42.859516,33.236042,31.59730267,7.121404334,2.832161767,0.038963739,26.17391844,4.710058018,0.012378708
91368,91368,"rna-XM_003546808.5",1,728,"MSTRG.30858","LOC100776077",4.654244,4.007343,3.796875,4.152820667,63.225899,12.200042,57.198212,44.208051,88.66275,104.618919,128.169235,107.1503013,10.64530702,3.412145654,0.067640447,25.80181277,4.689400524,0.000853304
43843,43843,"MSTRG.14956.9",2,1528,"MSTRG.14956",".",1.070517,1.035714,1.334388,1.146873,9.896564,1.256874,9.970387,7.041275,25.074341,26.501196,37.147495,29.574344,6.139542042,2.618131047,0.111335829,25.78693892,4.688568621,0.00172439
64282,64282,"rna-XM_003539002.5",10,1941,"MSTRG.21979","LOC100776174",1.044298,1.241977,1.110587,1.132287333,10.407029,1.865873,6.744244,6.339048667,24.308544,28.705784,34.225967,29.08009833,5.598445271,2.485026236,0.10317794,25.68261384,4.682720135,0.000622485
2412,2412,"MSTRG.769.4",14,2864,"MSTRG.769",".",3.327666,2.527272,3.929709,3.261549,87.081848,45.943775,62.124535,65.05005267,74.036789,89.441513,85.952255,83.143519,19.94452718,4.317921017,0.006693368,25.49203431,4.671974602,6.91625e-05
2879,2879,"rna-XM_003516939.5",1,984,"MSTRG.893","LOC100805877",3.445337,5.291755,3.890758,4.209283333,83.535217,11.809366,41.763329,45.70263733,147.632645,103.642799,65.830711,105.7020517,10.85758162,3.440630893,0.116880149,25.11165045,4.650284947,0.012719021
67019,67019,"rna-NM_001254007.3",1,734,"MSTRG.22857","LOC100781700",1.876808,1.261967,2.348775,1.829183333,18.848757,3.221547,17.791372,13.28722533,33.913734,40.055588,63.72533,45.89821733,7.264020556,2.860768285,0.085910776,25.09219087,4.649166537,0.008362736
68467,68467,"rna-NM_001364662.1",1,597,"MSTRG.23363","LOC100526891",2.799097,1.463686,13.448439,5.903740667,86.462799,15.8155,93.517586,65.265295,114.345032,134.831985,191.260254,146.8124237,11.05490547,3.466614784,0.077214733,24.86769524,4.636200899,0.003776361
69603,69603,"rna-XM_003540822.5",3,1206,"MSTRG.23755","LOC778184",1,1,1,1,5.876957,1.378952,8.809886,5.355265,18.278725,19.872684,36.391693,24.84770067,5.355265,2.420957967,0.114086296,24.84770067,4.63504045,0.014629667
16024,16024,"rna-XM_003521445.5",1,1013,"MSTRG.5415","LOC100795302",1.381954,1.254032,1.423878,1.353288,10.783945,2.307045,11.288838,8.126609333,26.049881,29.560247,44.429031,33.34638633,6.005084899,2.586184643,0.0807369,24.64101236,4.622989624,0.00474452
95255,95255,"rna-NM_001248789.2",3,619,"MSTRG.32154","LOC100527669",7.880026,3.569341,2.406352,4.618573,43.141972,13.927023,42.970116,33.34637033,115.506805,104.696304,115.912498,112.0385357,7.220059168,2.85201066,0.043413206,24.25825806,4.600404052,1.18068e-05
23930,23930,"rna-XM_003525123.5",1,651,"MSTRG.8172","LOC100813287",1,1.132057,1.164999,1.099018667,6.310815,1.632926,6.599722,4.847821,18.940334,17.417135,43.171322,26.509597,4.411045187,2.14112054,0.08043943,24.12115262,4.592226942,0.038181861
86864,86864,"rna-XM_003547513.5",10,1529,"MSTRG.29428","LOC100801229",1.01591,1.01159,1.006139,1.011213,1.024257,1.015733,1.004293,1.014761,20.899719,23.748173,28.353886,24.333926,1.003508657,0.005053062,0.610869946,24.0640953,4.58881028,0.000426107
101379,101379,"rna-XM_006601240.4",1,1497,"MSTRG.34327","LOC100775571",2.633968,1.40161,2.846323,2.293967,34.597126,5.689842,38.060299,26.11575567,39.819691,55.963318,69.363976,55.048995,11.38453852,3.509003907,0.081209845,23.99729159,4.584799683,0.003507684
75091,75091,"rna-NM_001289378.1",5,974,"MSTRG.25343","LOC100802800",4.197851,5.075758,3.407536,4.227048333,43.320335,9.284541,35.120331,29.24173567,75.193779,83.362129,141.89711,100.151006,6.917767047,2.790306432,0.071481135,23.69289351,4.566382494,0.010297062
44869,44869,"rna-XM_003531409.5",1,712,"MSTRG.15338","LOC100305767",2.873414,3.051626,2.356758,2.760599333,47.577602,12.869899,42.783405,34.410302,35.117802,79.53727,80.816391,65.15715433,12.464794,3.639787135,0.043497823,23.60253933,4.560870178,0.014229478
31683,31683,"rna-NM_001364220.1",1,874,"MSTRG.10855","LOC100802275",1.4427,1.884445,1.551921,1.626355333,16.718199,5.714627,32.458899,18.29724167,22.289955,42.805405,49.709114,38.268158,11.25045757,3.491911774,0.098222723,23.53001046,4.556430057,0.011250864
64284,64284,"MSTRG.21980.2",8,2049,"MSTRG.21980",".",1,1.075032,1,1.025010667,7.009713,1.38728,5.228574,4.541855667,16.648737,23.829464,31.460756,23.97965233,4.431032588,2.147642937,0.101382533,23.3945393,4.548099913,0.005817018
2907,2907,"rna-XM_006573325.4",5,2129,"MSTRG.903","WRKY5",1,1,1.579493,1.193164333,10.160309,1.974065,6.429185,6.187853,20.585646,31.463036,31.622202,27.89029467,5.18608613,2.374646167,0.10320845,23.3750657,4.546898515,0.001873483
16049,16049,"rna-XM_003520668.5",1,1649,"MSTRG.5429","LOC100809123",1.182149,1.052134,1.129735,1.121339333,8.653917,1.458477,7.204068,5.772154,16.573565,21.608767,39.63628,25.93953733,5.147553313,2.363886867,0.10174105,23.13263841,4.531857918,0.02390708
115924,115924,"rna-XM_003555889.5",1,835,"MSTRG.39104","LOC100792170",1.56635,1.102957,1.514023,1.394443333,9.494559,3.450541,19.908365,10.951155,18.908815,33.473091,43.626339,32.00274833,7.853424186,2.973321823,0.117802797,22.95019638,4.520434593,0.012989324
43827,43827,"rna-NM_001371363.1",2,1481,"MSTRG.14955","CHS3C",1.863382,2.353948,1.5727,1.93001,6.997858,3.192631,26.892408,12.36096567,33.758808,32.1826,64.585987,43.50913167,6.404612239,2.679111227,0.228947848,22.54347473,4.494637997,0.016947198
73244,73244,"rna-XM_003542096.5",2,2164,"MSTRG.24745","LOC100820563",2.964267,2.665617,1.855202,2.495028667,21.975245,4.77967,20.387302,15.71407233,31.818943,62.407124,72.915939,55.714002,6.298153021,2.65492881,0.073950697,22.33000476,4.480911653,0.01248841
5397,5397,"MSTRG.1838.2",2,1213,"MSTRG.1838",".",1,1,1,1,2.746171,1.183526,2.892087,2.273928,14.047319,24.40556,28.172724,22.20853433,2.273928,1.185186575,0.080280399,22.20853433,4.473042279,0.007374362
80743,80743,"MSTRG.27449.1",9,2731,"MSTRG.27449",".",1,1,1,1,23.055321,1,1,8.351773667,24.960789,23.149248,18.475952,22.19532967,8.351773667,3.062082615,0.373900966,22.19532967,4.472184232,0.000392082
17125,17125,"rna-NM_001251544.2",2,656,"MSTRG.5853","LOC547566",7.398858,8.03828,6.756728,7.397955333,44.666809,19.740894,61.251892,41.88653167,93.544762,156.634369,235.168396,161.782509,5.661906538,2.501287935,0.046042633,21.86854363,4.45078524,0.019627944
112015,112015,"rna-XM_006605182.1",1,375,"MSTRG.37815","LOC102661590",1,1.072214,1.058242,1.043485333,7.193231,1.647468,10.44038,6.427026333,19.473757,18.935101,29.782471,22.730443,6.159191824,2.622741061,0.103993429,21.78319357,4.445143574,0.003557705
15465,15465,"rna-NM_001248734.2",1,816,"MSTRG.5200","LOC100526897",1.10537,1,1.032909,1.046093,8.618165,2.986599,17.243729,9.616164333,11.691864,27.720358,28.194319,22.53551367,9.192456439,3.200450435,0.107582848,21.54255278,4.429117314,0.016647281
95129,95129,"rna-NM_001364139.1",2,986,"MSTRG.32100","LOC547527",2.654242,2.519862,5.152767,3.442290333,66.669044,8.217724,84.671333,53.18603367,56.042587,82.856148,79.04644,72.64839167,15.45076926,3.949606763,0.097534107,21.10466714,4.39949017,0.001193853
43798,43798,"rna-NM_001360359.1",2,1420,"MSTRG.14945","CHS5",1.831015,2.526242,2.723032,2.360096333,13.083798,3.206978,27.384209,14.55832833,39.548653,44.46854,65.390083,49.80242533,6.168531398,2.624927054,0.157426572,21.10186124,4.399298349,0.003918175
66079,66079,"rna-XM_014764165.3",4,1932,"MSTRG.22529","LOC100817853",5.428506,3.628686,4.554851,4.537347667,53.546013,12.916908,60.774979,42.41263333,80.175835,86.786491,116.618111,94.52681233,9.347450636,3.224572947,0.063891859,20.83305474,4.380802492,0.00131169
64285,64285,"MSTRG.21981.1",8,2076,"MSTRG.21981",".",1,1.108221,1,1.036073667,4.087973,1.333462,2.5664,2.662611667,16.587326,23.975149,24.064833,21.542436,2.569905744,1.361715447,0.110977978,20.79237866,4.377982907,0.001163676
11013,11013,"rna-NM_001254580.2",4,1181,"MSTRG.3754","LOC100815336",1.218414,1.297968,1.480946,1.332442667,16.532065,2.125058,15.259677,11.3056,33.197342,18.620281,31.280546,27.69938967,8.484867892,3.084892197,0.096300259,20.78842892,4.377708826,0.004493291
112648,112648,"rna-XM_003554601.5",12,3186,"MSTRG.38088","LOC100820185",2.650466,1.898636,3.085591,2.544897667,19.165684,2.802564,7.80631,9.924852667,38.445694,51.355568,68.8041,52.868454,3.899902458,1.963438041,0.203000993,20.77429465,4.376727589,0.004632671
74485,74485,"MSTRG.25145.3",8,3657,"MSTRG.25145",".",2.241792,1.837046,1.985841,2.021559667,34.931194,27.781591,33.371246,32.02801033,60.351845,32.673103,31.256035,41.42699433,15.84321792,3.985793486,0.000159593,20.49259045,4.357030461,0.014142868
63106,63106,"MSTRG.21488.2",4,1332,"MSTRG.21488",".",1.420356,2.368454,1.684962,1.824590667,8.313196,2.057654,5.77927,5.383373333,38.27713,33.775524,39.597763,37.21680567,2.950455372,1.560937637,0.124988167,20.39734519,4.350309486,3.81601e-05
92970,92970,"MSTRG.31488.26",4,1012,"MSTRG.31488",".",1,1.361151,4.001714,2.120955,53.20787,5.989708,1.35971,20.18576267,46.63242,52.495571,27.810751,42.312914,9.51729889,3.25055218,0.337462645,19.94993482,4.318312128,0.005866974
9059,9059,"rna-XM_003518002.5",1,2470,"MSTRG.3102","LOC100785031",1.487349,1.198506,2.259797,1.648550667,16.755285,2.179246,15.647572,11.52736767,28.430492,30.200897,37.588329,32.07323933,6.992425468,2.805792971,0.103208823,19.45541619,4.282099937,0.000419925
43067,43067,"rna-NM_001254697.2",1,803,"MSTRG.14668","LOC100784637",2.83209,3.391003,1.784761,2.669284667,25.324661,11.201537,37.612156,24.71278467,29.115698,67.876297,58.380875,51.79095667,9.258205007,3.210732509,0.044855474,19.40256029,4.278175132,0.013609493
6513,6513,"rna-NM_001253981.2",1,650,"MSTRG.2272","LOC100801665",4.900065,2.85076,11.379927,6.376917333,45.373718,13.074025,60.02095,39.48956433,60.74387,132.376022,175.624756,122.9148827,6.192578995,2.630540367,0.07871293,19.27496881,4.268656621,0.025614913
53451,53451,"MSTRG.18146.2",6,2086,"MSTRG.18146",".",3.486697,6.978701,3.192088,4.552495333,56.865517,11.329616,4.760165,24.31843267,111.933243,73.120537,77.43364,87.49580667,5.34178091,2.417320806,0.29526437,19.21930727,4.264484433,0.00255294
64281,64281,"MSTRG.21978.2",9,1990,"MSTRG.21978",".",1.021604,1,1.040483,1.020695667,3.167287,1.045972,1.558479,1.923912667,11.765408,18.181137,28.22427,19.39027167,1.884903336,0.914490539,0.230491945,18.99711373,4.247708339,0.018533628
98849,98849,"rna-XM_003549800.5",1,979,"MSTRG.33552","LOC100816563",1.570873,1.526001,1.383648,1.493507333,12.34428,3.077839,10.515467,8.645862,17.606771,25.592411,41.278042,28.15907467,5.788965214,2.533305487,0.065106655,18.85432636,4.2368237,0.018536769
91728,91728,"rna-XM_003547705.4",5,1870,"MSTRG.30990","LOC100788896",1.298562,1,1.300073,1.199545,9.442874,1.551229,8.505186,6.499763,19.813778,21.006849,26.317736,22.37945433,5.41852369,2.437899834,0.100464954,18.65661924,4.221615675,0.000451307
6079,6079,"rna-XM_003519887.5",1,1098,"MSTRG.2107","LOC100776669",2.056506,1.504096,2.404716,1.988439333,18.007517,5.080334,26.434546,16.50746567,24.25819,40.600792,46.379509,37.079497,8.30171954,3.053410194,0.079729401,18.64753749,4.220913222,0.006114802
42489,42489,"rna-NM_001249221.2",5,1163,"MSTRG.14448","LOC100527186",2.290763,2.059606,1.485267,1.945212,23.555704,6.423903,14.633628,14.87107833,21.740793,32.575716,54.46925,36.26191967,7.644965347,2.934509962,0.059429948,18.64162861,4.220456,0.023503692
24210,24210,"rna-XM_006579533.4",1,872,"MSTRG.8268","LOC100798531",1,1,1,1,4.909131,1.298627,3.889655,3.365804333,13.33147,15.41163,26.786303,18.509801,3.365804333,1.75095131,0.092505793,18.509801,4.21021748,0.013836003
113539,113539,"rna-XM_003555857.4",2,1206,"MSTRG.38413","LOC100819128",2.245649,2.050258,2.222215,2.172707333,20.205372,2.987746,14.177441,12.456853,37.964092,35.564816,45.348389,39.62576567,5.733332239,2.519373884,0.111113702,18.23796747,4.188873053,0.000220097
56033,56033,"rna-XM_003537155.5",1,757,"MSTRG.19108","LOC100778467",2.789498,2.220072,3.123215,2.710928333,28.322044,7.243699,32.028255,22.53133267,37.807323,49.910332,58.16304,48.62689833,8.31129779,3.055073768,0.062210685,17.93736033,4.164895693,0.001486242
4305,4305,"rna-XM_003517309.5",1,1102,"MSTRG.1419","LOC100780361",1.117036,1.309837,1.267967,1.231613333,4.511478,1.63362,5.16699,3.770696,13.940774,24.051641,27.530781,21.84106533,3.061590759,1.614281452,0.079690279,17.73370322,4.148421932,0.007200763
118619,118619,"MSTRG.40078.23",6,3561,"MSTRG.40078",".",1,1,2.284908,1.428302667,6.457273,11.726195,8.660589,8.948019,37.249561,21.688364,15.945972,24.961299,6.264791916,2.647266591,0.009042046,17.47619715,4.127319381,0.021026363
43805,43805,"rna-NM_001371377.1",2,1471,"MSTRG.14947","CHS9",2.445081,3.585057,2.942611,2.990916333,14.46188,5.249873,19.986923,13.232892,43.203415,43.908298,68.662392,51.92470167,4.424360472,2.145468933,0.076339995,17.36080047,4.117761564,0.004283557
14177,14177,"rna-XM_003521022.4",1,1161,"MSTRG.4759","LOC100793366",1,1,1,1,2.89395,1,2.826788,2.240246,7.367813,17.594297,26.868448,17.27685267,2.240246,1.163657162,0.116246105,17.27685267,4.11076852,0.044550434
69601,69601,"rna-XM_006592990.3",3,1140,"MSTRG.23754","LOC102666009",1,1,1,1,3.079244,1,3.370459,2.483234333,10.045034,13.107969,28.19928,17.11742767,2.483234333,1.312220409,0.117817394,17.11742767,4.097394011,0.045356324
12154,12154,"rna-NM_001251379.2",1,831,"MSTRG.4202","LOC100527075",2.861913,3.219574,8.349339,4.810275333,54.162941,20.048611,84.790878,53.00081,53.059265,101.40937,92.507545,82.32539333,11.01824871,3.461823029,0.0622589,17.11448672,4.09714612,0.006603243
85648,85648,"MSTRG.28999.1",6,2188,"MSTRG.28999",".",1,1,1,1,1,1,1,1,15.83491,12.65181,22.199774,16.895498,1,0,NA,16.895498,4.07856697,0.00479317
