"number","t_id","t_name","num_exons","length","gene_id","gene_name","ctr_rep1+1","ctr_rep2+1","ctr_rep3+1","average control+1","t20_rep1+1","t20_rep2+1","t20_rep3+1","average t20+1","t40_rep1+1","t40_rep2+1","t40_rep3+1","average t40+1","FC average t20/control","log2FC t20","pvalue t20","FC average t40","log2FCt40","pvalue t40"
17848,17848,"rna-NM_001250161.3",1,1291,"MSTRG.6126","41640",1.63249,1.315642,1.962304,1.636812,23.409241,6.440811,24.878122,18.24272467,31.519644,64.63345,71.157951,55.77034833,11.14527793,3.478360688,0.048540207,34.07254366,5.09053775,0.069218355
25219,25219,"rna-XM_006579741.4",7,3014,"MSTRG.8531","LOC100800632",1.969128,1.971735,1.257957,1.73294,26.026743,12.55857,9.93675,16.174021,3.551923,3.84934,3.319241,3.573501333,9.333283899,3.22238478,0.044379361,2.062103323,1.044116622,0.136665649
43067,43067,"rna-NM_001254697.2",1,803,"MSTRG.14668","LOC100784637",2.83209,3.391003,1.784761,2.669284667,25.324661,11.201537,37.612156,24.71278467,29.115698,67.876297,58.380875,51.79095667,9.258205007,3.210732509,0.044855474,19.40256029,4.278175132,0.073430339
31765,31765,"rna-XM_003526733.5",1,934,"MSTRG.10891","LOC100813653",4.205768,3.942799,16.040475,8.063014,75.549263,33.363182,114.544388,74.485611,32.584896,24.248165,36.659771,31.16427733,9.237936459,3.207570623,0.049139362,3.865090316,1.950502126,0.130296441
32731,32731,"MSTRG.11240.3",10,3520,"MSTRG.11240",".",1.047251,3.047235,1.013907,1.702797667,22.502087,6.149152,18.317217,15.656152,10.206343,10.403486,1.001581,7.203803333,9.194370128,3.200750744,0.047896632,4.230569182,2.080851777,0.184343764
8167,8167,"MSTRG.2826.2",18,2270,"MSTRG.2826",".",1,2.216769,2.697046,1.971271667,20.879663,16.176055,15.850519,17.63541233,5.370985,2.562562,1.57116,3.168235667,8.946211033,3.161276791,0.000773507,1.607203979,0.684553041,0.322345839
88061,88061,"rna-NM_001360414.1",5,2015,"MSTRG.29884","LOC100799978",8.722966,10.360957,11.379527,10.15448333,115.905876,38.711914,109.888977,88.16892233,48.43811,54.967525,78.362862,60.589499,8.682758092,3.11815339,0.034661967,5.966773201,2.576950941,0.135278152
587,587,"MSTRG.256.2",2,756,"MSTRG.256",".",1,1.688852,1,1.229617333,11.622952,10.620989,9.569367,10.604436,1,5.468494,3.156479,3.208324333,8.62417576,3.10838658,0.000123126,2.60920552,1.383610586,0.108447252
51320,51320,"rna-XR_005886339.1",3,1125,"MSTRG.17477","LOC102665230",1.024153,1,1,1.008051,10.354007,5.630682,9.065745,8.350144667,5.71205,4.323806,1,3.678618667,8.283454574,3.050232562,0.006479206,3.649238647,1.867595501,0.19435359
13686,13686,"rna-XM_003520938.5",2,2050,"MSTRG.4614","LOC100792313",1.912394,1.609122,1.353157,1.624891,17.154095,5.994857,16.255274,13.134742,7.717078,4.160983,6.027638,5.968566333,8.083460367,3.014973014,0.032516312,3.673210285,1.87704149,0.002078739
80328,80328,"rna-XM_014766123.3",7,2063,"MSTRG.27282","LOC100799244",1,1.372538,1,1.124179333,7.488122,12.4421,6.859646,8.929956,1,10.218075,1,4.072691667,7.943533327,2.989780869,0.011595307,3.622813147,1.857110398,0.185467798
66880,66880,"rna-XM_003538459.5",1,466,"MSTRG.22815","LOC100306576",1.650033,1.002326,1.7823,1.478219667,16.927189,8.37044,9.290357,11.52932867,3.434564,14.321941,3.319264,7.025256333,7.799469136,2.963375932,0.020988088,4.752511748,2.248690193,0.031191732
86670,86670,"MSTRG.29368.2",2,1244,"MSTRG.29368",".",15.264098,9.348114,17.856043,14.156085,100.602051,62.500286,164.284256,109.1288643,44.76461,41.263226,55.236107,47.087981,7.708972102,2.946538507,0.033300329,3.326342064,1.733936536,0.204906992
74396,74396,"rna-NM_001358540.1",5,2994,"MSTRG.25115","LOC100813471",16.517078,13.033674,10.727178,13.42597667,151.587433,61.620014,90.558868,101.2554383,93.111908,76.999214,107.556152,92.555758,7.54175587,2.914900451,0.029776028,6.893782127,2.785295704,0.148122594
92033,92033,"rna-XM_003548225.5",2,1083,"MSTRG.31113","LOC100802677",1,1,1,1,6.312301,5.076615,10.757173,7.382029667,1,10.554223,1,4.184741,7.382029667,2.884017536,0.020834919,4.184741,2.065138335,0.158512918
73914,73914,"rna-XM_041008692.1",4,1232,"MSTRG.24941","LOC100782656",1.069712,2.158233,1.426447,1.551464,14.952477,7.237728,12.138441,11.442882,12.015446,7.637914,1.046824,6.900061333,7.375538201,2.882748328,0.012208508,4.447451783,2.152978965,0.159390082
92956,92956,"MSTRG.31488.14",4,1115,"MSTRG.31488",".",4.076357,1,2.066659,2.381005333,25.898878,10.408587,16.285199,17.530888,40.036892,15.148425,13.554813,22.91337667,7.362809211,2.880256318,0.030199281,9.623404178,3.266547323,0.056784965
115943,115943,"rna-XM_006605889.4",10,2106,"MSTRG.39108","LOC100794625",1.547555,1,1.329956,1.292503667,7.637522,8.220253,12.605103,9.487626,13.055274,1,1,5.018424667,7.340502193,2.875878767,0.006514134,3.882715999,1.957066185,0.164315883
95255,95255,"rna-NM_001248789.2",3,619,"MSTRG.32154","LOC100527669",7.880026,3.569341,2.406352,4.618573,43.141972,13.927023,42.970116,33.34637033,115.506805,104.696304,115.912498,112.0385357,7.220059168,2.85201066,0.043413206,24.25825806,4.600404052,0.107251903
44726,44726,"rna-NM_001364541.1",1,1128,"MSTRG.15290","LOC106799532",1.265137,1.190788,1.165692,1.207205667,10.956976,3.712792,11.121231,8.596999667,18.69635,42.859516,33.236042,31.59730267,7.121404334,2.832161767,0.038963739,26.17391844,4.710058018,0.054253682
24133,24133,"rna-XM_014775464.3",4,2815,"MSTRG.8245","LOC100785655",6.73636,4.985315,6.079453,5.933709333,57.718655,24.481733,44.092838,42.097742,50.375015,38.74651,40.541504,43.22100967,7.094675461,2.826736691,0.020056006,7.283978241,2.864726613,0.104423514
86931,86931,"MSTRG.29454.1",12,2713,"MSTRG.29454",".",1.415643,3.491032,1.210614,2.039096333,17.832808,11.506474,13.772973,14.37075167,10.072421,5.480144,15.008824,10.18712967,7.047608017,2.817133685,0.003440251,4.99590407,2.320745775,0.023000513
71878,71878,"rna-NM_001250465.2",10,3369,"MSTRG.24390","PEPC4",5.052402,2.567445,6.292634,4.637493667,38.447636,16.164159,43.078827,32.56354067,31.091354,17.558367,21.73488,23.46153367,7.021797334,2.811840357,0.029037159,5.059097727,2.338880108,0.074702408
8137,8137,"rna-NM_001287455.1",4,2380,"MSTRG.2818","NIR",18.243347,11.724579,17.392132,15.786686,133.348083,68.799736,129.244995,110.4642713,94.249222,59.586079,65.241722,73.02567433,6.997305915,2.806799566,0.01069277,4.62577607,2.209695428,0.19401451
40172,40172,"rna-XM_003529349.5",4,2250,"MSTRG.13569","LOC100775519",24.584572,13.771204,43.933746,27.42984067,253.270538,95.788834,226.18512,191.748164,148.684799,107.860527,116.656853,124.4007263,6.990494999,2.805394617,0.029219058,4.535233281,2.181176761,0.228774542
18233,18233,"rna-NM_001317633.2",1,1671,"MSTRG.6293","LOC100792511",2.305383,1.797387,1.385286,1.829352,14.703582,5.283446,18.358,12.781676,21.125704,34.506371,27.929171,27.85374867,6.986996488,2.804672415,0.048535681,15.2260192,3.928466897,0.052003683
113868,113868,"rna-XM_003556707.5",1,1230,"MSTRG.38513","LOC100784766",4.492182,3.561249,4.291851,4.115094,39.765137,13.080472,32.916763,28.58745733,51.823471,36.500969,44.153168,44.15920267,6.946975533,2.796385016,0.037786006,10.73103134,3.423716832,0.089835969
87312,87312,"MSTRG.29605.4",9,3562,"MSTRG.29605",".",1.103713,1.203172,1.051349,1.119411333,10.474086,9.358747,3.164008,7.665613667,11.305733,11.581233,1.921544,8.269503333,6.847897139,2.775661031,0.045079901,7.387367886,2.885060425,0.076790872
93744,93744,"MSTRG.31682.2",18,3420,"MSTRG.31682",".",1,1,1,1,5.103424,5.191287,10.156305,6.817005333,1,1.005893,1,1.001964333,6.817005333,2.769138112,0.025270008,1.001964333,0.002831154,0.373683536
80182,80182,"rna-NM_001248321.2",9,3023,"MSTRG.27219","LOX7",4.793423,2.101274,4.871004,3.921900333,42.490196,19.801714,17.16992,26.48727667,41.523365,30.189844,20.729528,30.81424567,6.75368429,2.75567474,0.049327953,7.856968065,2.973972696,0.092163456
51753,51753,"MSTRG.17586.1",2,2224,"MSTRG.17586",".",1.000518,1.049255,1.104372,1.051381667,8.689224,4.409676,8.069145,7.056015,20.751785,16.926156,8.300122,15.326021,6.711183221,2.746567144,0.010856023,14.57702895,3.865624799,0.02670324
38515,38515,"rna-NM_001253156.2",2,750,"MSTRG.13096","LOC100798036",1.343165,1.170138,2.009812,1.507705,15.166259,4.901016,9.757116,9.941463667,5.212555,2.936379,4.338604,4.162512667,6.593772433,2.721104097,0.047147167,2.760826997,1.465100486,0.012856643
81050,81050,"rna-XM_003544659.4",2,2700,"MSTRG.27567","LOC100783376",12.144833,10.577855,12.172102,11.63159667,98.484207,32.522058,99.002769,76.669678,60.789715,128.423599,111.930374,100.3812293,6.591500737,2.720606972,0.042158306,8.630047288,3.109368465,0.139817051
114662,114662,"rna-NM_001249446.2",5,1863,"MSTRG.38679","NRP-A",9.497801,7.095473,6.111759,7.568344333,62.584961,19.520731,66.715439,49.60704367,88.672279,110.44474,94.135139,97.75071933,6.5545437,2.71249535,0.049837015,12.91573362,3.691057686,0.12104656
11556,11556,"rna-XM_003519562.5",2,2715,"MSTRG.3979","LOC100812481",10.73098,8.387428,10.421061,9.846489667,82.083038,26.306101,83.837875,64.07567133,51.799263,125.900581,105.722649,94.47416433,6.507463421,2.702095297,0.045543002,9.59470507,3.26223846,0.132930331
56839,56839,"MSTRG.19358.3",3,2792,"MSTRG.19358",".",2.931906,1.920697,2.429353,2.427318667,17.728539,10.700428,18.305738,15.578235,11.236544,2.331094,1.239045,4.935561,6.417877971,2.682096359,0.005918708,2.033338707,1.023850555,0.321854377
68101,68101,"MSTRG.23223.2",9,1955,"MSTRG.23223",".",1,1.00263,1,1.000876667,7.498256,3.032212,8.484158,6.338208667,2.844193,8.672328,1,4.172173667,6.332657037,2.662810948,0.033469256,4.168519264,2.059535002,0.141216363
118619,118619,"MSTRG.40078.23",6,3561,"MSTRG.40078",".",1,1,2.284908,1.428302667,6.457273,11.726195,8.660589,8.948019,37.249561,21.688364,15.945972,24.961299,6.264791916,2.647266591,0.009042046,17.47619715,4.127319381,0.057588498
30266,30266,"rna-XM_006581322.4",11,1442,"MSTRG.10324","LOC100806690",1.055965,1.073737,1.03033,1.053344,6.731833,6.761791,6.267352,6.586992,7.663525,5.912879,6.882559,6.819654333,6.253410092,2.644643131,4.23e-06,6.474289817,2.694721948,9.78e-06
116110,116110,"rna-XM_014772891.3",4,2446,"MSTRG.39176","LOC100818944",2.930724,1.07087,1.059487,1.687027,12.449151,11.087501,7.643661,10.39343767,8.866323,10.222948,6.387925,8.492398667,6.160801023,2.623117941,0.005046064,5.033943539,2.331689035,0.005324731
67475,67475,"rna-NM_001248176.2",1,2484,"MSTRG.23006","LOC100305418",1.207686,1.085888,1.637033,1.310202333,9.953877,3.243831,10.93961,8.045772667,7.712523,8.612327,13.3683,9.897716667,6.140862722,2.618441352,0.049858194,7.554342118,2.917306121,0.015396899
83475,83475,"MSTRG.28364.1",2,2082,"MSTRG.28364",".",2.984389,2.271127,1,2.085172,14.131906,11.645463,12.236675,12.671348,9.927753,2.516453,1,4.481402,6.076883825,2.603331711,0.000366483,2.149176183,1.103783755,0.333195852
65813,65813,"rna-NM_001360409.1",13,2247,"MSTRG.22481","LOC100798318",83.86451,20.867702,164.954468,89.89556,719.908997,243.776581,657.124573,540.2700503,336.085175,152.770676,269.740326,252.8653923,6.009974801,2.587358942,0.043921712,2.812879661,1.492047833,0.414505948
22930,22930,"rna-XM_006578928.4",4,2092,"MSTRG.7766","LOC100793208",1.902224,1.675315,1.57006,1.715866333,14.970804,4.717211,11.065122,10.25104567,5.94763,8.160686,7.756926,7.288414,5.974268198,2.578762005,0.046155958,4.247658375,2.08666774,0.000619186
56767,56767,"rna-XM_003535760.5",1,1067,"MSTRG.19337","LOC100788062",1.722965,1.401914,1.653679,1.592852667,10.683223,4.447493,13.171141,9.433952333,14.629106,13.495152,18.649057,15.591105,5.922677301,2.566249483,0.039165617,9.788165172,3.291038447,0.037140224
72324,72324,"rna-XM_006592897.4",4,3460,"MSTRG.24566","LOC102660573",1,1,1,1,6.764462,2.653368,7.990792,5.802874,7.217891,8.76264,1.489874,5.823468333,5.802874,2.536767603,0.04091431,5.823468333,2.541878647,0.079386093
86208,86208,"rna-XM_014768229.3",13,3072,"MSTRG.29194","LOC100781785",3.05047,1,9.002219,4.350896333,30.844908,11.442864,33.425667,25.237813,23.901316,48.913456,36.675972,36.49691467,5.800600857,2.53620235,0.046618355,8.388366874,3.068389961,0.105426049
14483,14483,"rna-XM_041014018.1",5,1344,"MSTRG.4857","TGA05",8.061104,5.529822,1.132544,4.907823333,28.954645,18.303501,38.119991,28.459379,31.517433,26.171892,10.586645,22.75865667,5.798778209,2.535748959,0.01787169,4.637220031,2.213260183,0.208820921
102902,102902,"rna-XM_006602006.4",1,976,"MSTRG.34907","LOC102664858",3.404154,1.167358,1.974266,2.181926,13.283208,7.350131,17.085405,12.57291467,8.04565,3.102677,7.417187,6.188504667,5.762301135,2.526645057,0.023287552,2.836257814,1.503988679,0.006486013
51819,51819,"MSTRG.17600.2",21,5139,"MSTRG.17600",".",1,1,1,1,2.458924,7.269079,7.3357,5.687901,1,1,1,1,5.687901,2.507896355,0.043966137,1,0,0.373900966
17125,17125,"rna-NM_001251544.2",2,656,"MSTRG.5853","LOC547566",7.398858,8.03828,6.756728,7.397955333,44.666809,19.740894,61.251892,41.88653167,93.544762,156.634369,235.168396,161.782509,5.661906538,2.501287935,0.046042633,21.86854363,4.45078524,0.134240847
118443,118443,"MSTRG.40025.1",3,1537,"MSTRG.40025",".",1.832139,1.983578,1.714549,1.843422,13.308984,6.91189,10.461883,10.22758567,17.055056,5.018738,2.75766,8.277151333,5.548152114,2.472007343,0.010601489,4.490101199,2.166747961,0.082080392
86671,86671,"MSTRG.29368.3",2,1411,"MSTRG.29368",".",9.689014,7.219564,7.561606,8.156728,38.089779,34.387409,61.031944,44.503044,53.70023,51.20734,58.796196,54.567922,5.455992158,2.447841571,0.012224374,6.689927873,2.741990657,0.140365024
41900,41900,"rna-XM_006584670.3",3,1009,"MSTRG.14207","LOC100818139",1,1,1.9234,1.3078,5.3513,5.12381,10.625592,7.033567333,5.089811,1.797686,3.458306,3.448601,5.378167406,2.427114663,0.034841206,2.63694831,1.398869292,0.017292994
31512,31512,"rna-XM_003526666.5",9,1775,"MSTRG.10798","LOC100777818",1.536414,1.708168,1.378332,1.540971333,12.781016,4.728305,7.344852,8.284724333,3.461315,7.035754,5.593133,5.363400667,5.3763001,2.42661367,0.046810479,3.48053241,1.799308009,5.49e-06
54752,54752,"rna-NM_001315509.1",3,903,"MSTRG.18642","LOC100805895",9.278627,6.078743,9.955886,8.437752,51.78508,20.121336,63.97348,45.29329867,62.500572,78.813728,94.448479,78.587593,5.367934334,2.424367023,0.048393461,9.313806924,3.219370975,0.136670516
74640,74640,"MSTRG.25203.1",2,1480,"MSTRG.25203",".",1.787575,1.990009,1.559449,1.779011,8.935648,5.825351,13.457385,9.406128,8.964126,11.678494,16.233775,12.29213167,5.28727928,2.402525533,0.0263686,6.909531009,2.78858779,0.041425001
79837,79837,"MSTRG.27106.2",2,1271,"MSTRG.27106",".",14.521696,13.423876,26.861675,18.26908233,88.97007,65.128365,134.644547,96.24766067,83.242447,90.807953,111.448715,95.16637167,5.26833581,2.397347308,0.020105266,5.209148985,2.3810477,0.190932298
10587,10587,"rna-XM_003519288.5",1,855,"MSTRG.3596","LOC100796491",3.161623,3.603539,6.050246,4.271802667,23.351875,12.111486,31.364244,22.27586833,22.620785,30.534712,35.491802,29.54909967,5.21462953,2.382564761,0.033425683,6.917243603,2.790197264,0.108756358
105553,105553,"rna-NM_001248453.2",2,593,"MSTRG.35663","LOC100527644",13.218268,18.080248,7.276544,12.85835333,73.177727,54.555424,73.072594,66.93524833,66.886162,37.046249,25.527489,43.1533,5.205584774,2.380060239,0.001458085,3.356051813,1.746764989,0.360181484
83181,83181,"rna-XM_014767033.3",12,1741,"MSTRG.28301","LOC100811514",1,1,1,1,4.325564,3.797462,7.397439,5.173488333,1,4.219608,1,2.073202667,5.173488333,2.371137376,0.020502456,2.073202667,1.051861155,0.23473431
1467,1467,"MSTRG.543.5",19,3040,"MSTRG.543",".",1.936077,1,1,1.312025667,7.760728,5.599331,6.925305,6.761788,5.77982,1,4.809641,3.863153667,5.153701007,2.365608841,0.001487033,2.944419278,1.557983122,0.002664222
42777,42777,"MSTRG.14562.2",9,3380,"MSTRG.14562",".",1.1354,2.500753,1.785755,1.807302667,11.234041,10.115938,6.237988,9.195989,12.783895,10.286798,8.871347,10.64734667,5.088239601,2.347166608,0.009149465,5.891291406,2.558583916,0.019219886
89259,89259,"rna-XM_003546413.5",9,2440,"MSTRG.30323","LOC100784098",1.598352,1.526091,1.755054,1.626499,9.912721,3.554286,11.206454,8.224487,14.622141,14.177606,8.753172,12.51763967,5.056558289,2.338155759,0.0493639,7.696063551,2.944120712,0.029442758
45543,45543,"MSTRG.15587.3",9,2837,"MSTRG.15587",".",1,1,1,1,7.151795,4.24536,3.651287,5.016147333,1,1,1,1,5.016147333,2.326579723,0.02059149,1,0,0.373900966
118033,118033,"MSTRG.39884.1",5,902,"MSTRG.39884",".",1.045456,1.146141,1.244248,1.145281667,7.02509,3.713407,6.363053,5.700516667,6.016356,1.947211,2.991302,3.651623,4.977392752,2.31539023,0.010863876,3.188406053,1.672835373,0.009665821
42491,42491,"MSTRG.14448.3",4,901,"MSTRG.14448",".",1.645415,1.291942,1.098614,1.345323667,9.967078,3.334945,6.773419,6.691814,8.67218,20.543024,25.844637,18.35328033,4.974129398,2.314444039,0.049704318,13.64227864,3.77001273,0.069398996
107997,107997,"rna-XM_003553889.5",10,2351,"MSTRG.36524","LOC100794600",5.281242,7.59713,20.784302,11.22089133,73.560677,35.323574,55.522308,54.80218633,66.53035,101.550529,127.1577,98.41285967,4.883942345,2.288046169,0.022442124,8.770502875,3.132659565,0.152838202
105195,105195,"rna-XM_003552097.5",4,1438,"MSTRG.35559","LOC100805188",1.208976,1.897354,1.665301,1.590543667,8.921386,4.446302,9.861068,7.742918667,5.901934,7.43261,7.041478,6.792007333,4.868095626,2.283357508,0.021650618,4.270242606,2.094318036,0.002912059
61158,61158,"MSTRG.20741.1",11,1987,"MSTRG.20741",".",4.928765,9.233968,2.721539,5.628090667,22.225822,34.124355,25.425354,27.25851033,4.503223,1.680927,10.328882,5.504344,4.843296235,2.275989247,0.005852214,0.978012674,-0.032074935,0.649568533
46034,46034,"rna-XM_041018317.1",27,4122,"MSTRG.15770","LOC100795759",1.530858,1.218582,1.152979,1.300806333,9.672979,5.044492,4.1721,6.296523667,10.226241,9.100137,1.110352,6.812243333,4.840477406,2.275149344,0.043245093,5.236938936,2.388723783,0.15280138
80103,80103,"rna-NM_001255495.3",3,1353,"MSTRG.27192","LOC100814727",1.320924,1.252676,1.624862,1.399487333,8.556311,3.535743,7.995596,6.695883333,4.177535,3.207708,4.049149,3.811464,4.784525857,2.258375962,0.029216235,2.723471596,1.445446821,0.000860514
59219,59219,"rna-NM_001253103.2",2,2302,"MSTRG.20028","PHT1-1",2.768039,6.708781,1.883653,3.786824333,24.986732,9.501756,19.749268,18.079252,48.940247,52.458988,47.871162,49.756799,4.774251565,2.255274587,0.040415785,13.13945265,3.715833273,0.10902058
41597,41597,"MSTRG.14095.1",8,1956,"MSTRG.14095",".",5.349176,4.120437,6.420566,5.296726333,38.918022,15.095296,21.718983,25.24410033,25.108025,9.54785,22.586573,19.080816,4.765981617,2.252773387,0.048934328,3.602379055,1.848949995,0.137331697
64473,64473,"MSTRG.22062.3",3,1471,"MSTRG.22062",".",1.146621,2.307056,4.394645,2.616107333,12.917839,11.072855,13.362796,12.45116333,37.746521,24.90132,23.832928,28.826923,4.759423734,2.250786904,0.00113559,11.01901387,3.461923213,0.089158256
79839,79839,"MSTRG.27106.4",3,1257,"MSTRG.27106",".",12.462887,11.610266,12.408125,12.160426,57.219952,41.775681,74.535004,57.84354567,69.694221,77.516838,85.852867,77.68797533,4.756703891,2.249962219,0.008485626,6.38858995,2.675497544,0.163523524
30930,30930,"MSTRG.10569.1",17,3505,"MSTRG.10569",".",1,1,1.010069,1.003356333,6.201566,3.816824,4.282397,4.766929,1.046414,3.228997,2.26593,2.180447,4.750983117,2.24822608,0.006712224,2.173153174,1.119789866,0.070701048
41894,41894,"MSTRG.14204.1",18,1788,"MSTRG.14204",".",17.447105,14.154158,7.258692,12.95331833,55.882786,71.885818,56.557976,61.44219333,74.149567,33.078056,47.139637,51.45575333,4.743355467,2.245907988,0.001295192,3.972399351,1.990010666,0.230329312
113819,113819,"MSTRG.38502.6",14,2436,"MSTRG.38502",".",1.113037,1.523408,1.952053,1.529499333,8.427741,5.604265,7.672006,7.234670667,8.245835,6.880406,3.923318,6.349853,4.730090762,2.241867867,0.002893013,4.151589257,2.053663716,0.009974253
83742,83742,"MSTRG.28421.8",10,1787,"MSTRG.28421",".",1,1,1.211093,1.070364333,5.217174,4.447706,5.460172,5.041684,10.287127,1,11.525207,7.604111333,4.710250373,2.235803748,0.000222704,7.10422713,2.828677707,0.025355627
29857,29857,"rna-NM_001248237.2",1,600,"MSTRG.10166","LOC100305934",6.011807,3.963305,3.01327,4.329460667,28.424591,10.844235,21.654612,20.30781267,18.166237,14.319379,13.858539,15.44805167,4.69061027,2.229775636,0.037094024,3.568123805,1.835165674,0.113529919
116887,116887,"rna-NM_001248411.2",8,1444,"MSTRG.39457","LOC547866",4.850564,1,3.920512,3.257025333,18.621866,6.975634,20.001387,15.199629,4.04783,3.343218,16.548884,7.979977333,4.666721147,2.222409264,0.049657276,2.450081445,1.292829708,0.157198083
66957,66957,"rna-XM_003538575.5",1,993,"MSTRG.22840","LOC100791093",24.842386,10.532927,5.75269,13.70933433,88.318657,41.8592,60.824677,63.66751133,72.976707,97.412766,62.154446,77.51463967,4.644099399,2.215398851,0.027056499,5.654150508,2.499310287,0.207636709
49841,49841,"MSTRG.16974.5",3,2072,"MSTRG.16974",".",17.484255,26.272264,17.000851,20.25245667,120.933464,59.339184,101.36084,93.87782933,170.581116,105.258308,115.984283,130.6079023,4.63537984,2.212687563,0.01616487,6.448990581,2.689073362,0.186700324
54215,54215,"rna-XM_003534443.5",3,2471,"MSTRG.18423","LOC100817267",1.000005,1.000664,1,1.000223,4.992022,2.664399,6.234514,4.630311667,5.862652,9.177542,8.559938,7.866710667,4.629279337,2.210787619,0.025600362,7.864956782,2.975438838,0.007659899
73912,73912,"rna-XM_014765282.2",5,858,"MSTRG.24941","LOC100782656",3.876922,5.234386,3.996332,4.369213333,18.41045,17.899982,24.220854,20.17709533,28.283613,21.164778,11.080095,20.176162,4.6180156,2.207273047,0.001588431,4.617801985,2.20720631,0.169450483
72293,72293,"rna-NM_001255140.1",4,1247,"MSTRG.24558","LOC100777264",3.494415,2.409288,1.735293,2.546332,10.29262,6.889541,17.884083,11.688748,12.027167,11.213451,13.272738,12.17111867,4.590425758,2.198627969,0.049871211,4.779863219,2.256969334,0.054748974
32569,32569,"rna-XM_014776528.3",45,5227,"MSTRG.11183","LOC100809371",1,1,1,1,4.658432,4.221869,4.858817,4.579706,1.124478,1,1,1.041492667,4.579706,2.195254986,4.49e-05,1.041492667,0.058652682,0.366480311
53215,53215,"rna-XM_006587489.4",6,2929,"MSTRG.18048","LOC100788917",1,1,1,1,4.059534,5.007368,4.613184,4.560028667,2.801265,1,1,1.600421667,4.560028667,2.189042894,0.000205112,1.600421667,0.678452066,0.276055629
71276,71276,"rna-XM_003539406.5",7,1599,"MSTRG.24159","LOC100811455",1.460548,1,1.317721,1.259423,7.453001,3.405978,6.255133,5.704704,4.161325,1,2.176384,2.445903,4.529617134,2.179389112,0.021203368,1.942082207,0.957604271,0.076858067
