"number","t_id","t_name","num_exons","length","gene_id","gene_name","ctr_rep1+1","ctr_rep2+1","ctr_rep3+1","average control+1","t20_rep1+1","t20_rep2+1","t20_rep3+1","average t20+1","t40_rep1+1","t40_rep2+1","t40_rep3+1","average t40+1","FC average t20/control","log2FC t20","pvalue t20","FC average t40","log2FCt40","pvalue t40"
12357,12357,"rna-XM_003521763.5",2,1070,"MSTRG.4272","LOC100783654",17.715771,17.918633,7.460913,14.36510567,1.854761,4.634055,2.614948,3.034588,3.741749,2.94831,3.832917,3.507658667,0.211247176,-2.24299604,0.033185076,0.244179106,-2.033988335,0.031263659
36775,36775,"rna-XM_006583147.4",6,1160,"MSTRG.12499","LOC100801043",14.909287,10.979504,18.60754,14.83211033,2.863111,3.195282,3.366554,3.141649,2.808533,12.897405,2.606115,6.104017667,0.211814026,-2.239129969,0.006102686,0.41154074,-1.280892838,0.013136528
1464,1464,"rna-XM_003517799.5",19,2828,"MSTRG.543","LOC100784666",4.98659,5.250528,3.912954,4.716690667,1.012005,1.012385,1.004917,1.009769,1.003353,1.042775,1.007998,1.018042,0.214084211,-2.223749696,0.000821643,0.215838195,-2.211977906,0.001242967
41307,41307,"MSTRG.13996.2",6,2831,"MSTRG.13996",".",11.932948,11.963874,7.431671,10.442831,1.389354,4.083965,1.256626,2.243315,3.139549,3.744389,1,2.627979333,0.214818664,-2.218808751,0.009693662,0.251653918,-1.990487037,0.005317641
41598,41598,"rna-XM_006584612.3",9,1740,"MSTRG.14095","LOC100775182",20.652567,17.08584,9.583115,15.77384067,1,8.459599,1,3.486533,1,16.637041,1,6.212347,0.221032599,-2.177668934,0.040114317,0.393838579,-1.344323654,0.024207538
96307,96307,"rna-XM_003549516.5",3,3014,"MSTRG.32520","LOC100796470",5.098527,4.726845,4.047925,4.624432333,1.062121,1.001617,1.01214,1.025292667,7.228148,1.047592,7.854573,5.376771,0.221712114,-2.173240496,0.000307202,1.162687788,0.217463748,0.953736052
14531,14531,"MSTRG.4886.1",1,745,"MSTRG.4886",".",31.129168,25.244427,14.007448,23.46034767,3.457338,6.34504,5.805751,5.202709667,11.016973,3.61137,4.805092,6.477811667,0.221766094,-2.172889287,0.023170565,0.276117462,-1.856645964,0.021543267
66827,66827,"rna-NM_001249706.2",3,586,"MSTRG.22804","LOC100500345",18.212334,23.106834,13.426866,18.248678,1.669969,7.265409,3.264719,4.066699,1.504026,2.288253,1.874721,1.889,0.222848965,-2.165861834,0.012058859,0.103514348,-3.272097347,0.004028959
41088,41088,"rna-XM_003529567.4",5,994,"MSTRG.13908","LOC100807247",253.787979,165.858353,145.146698,188.2643433,28.698969,49.42263,50.684883,42.935494,39.509022,64.809727,48.172802,50.830517,0.228059617,-2.132517087,0.012978903,0.269995455,-1.888992974,0.013936859
84260,84260,"rna-NM_001249462.2",2,1849,"MSTRG.28545","SACPD-C",56.881298,54.984905,85.066696,65.64429967,3.94274,20.298239,20.771128,15.00403567,6.478491,2.639616,2.562309,3.893472,0.228565706,-2.129319137,0.010613409,0.059311654,-4.075540582,0.002922088
14262,14262,"rna-XM_014773704.3",1,1977,"MSTRG.4781","LOC100800060",11.950155,6.854766,4.827773,7.877564667,1.903753,1.873622,1.669996,1.815790333,1.412065,4.601492,3.297112,3.103556333,0.230501482,-2.117152068,0.045958892,0.393974085,-1.34382736,0.072553626
104355,104355,"rna-XM_014771071.3",12,2005,"MSTRG.35358","LOC100817130",16.8181,21.465998,11.547764,16.61062067,1,1,9.493895,3.831298333,7.48095,5.811695,1,4.764215,0.230653532,-2.11620071,0.033772357,0.286817398,-1.801795556,0.010168248
56345,56345,"rna-XM_014763006.2",8,1622,"MSTRG.19204","LOC100777720",4.588126,4.164242,7.002614,5.251660667,1,1.216617,1.463209,1.226608667,1.942034,1.507907,3.9442,2.464713667,0.233565865,-2.098098651,0.010805917,0.469320816,-1.091353646,0.094929149
82834,82834,"rna-XM_014766607.3",1,718,"MSTRG.28212","LOC100778024",9.833335,8.159698,8.180142,8.724391667,1.582331,2.76227,1.783949,2.04285,2.402503,2.956362,5.494629,3.617831333,0.234153862,-2.094471262,0.000547044,0.414680068,-1.269929389,0.026576311
49437,49437,"MSTRG.16829.1",9,1264,"MSTRG.16829",".",8.489254,7.715902,12.464499,9.556551667,1.904809,2.606863,2.25467,2.255447333,1.756611,1.185058,1.012364,1.318011,0.236010583,-2.083076542,0.007947184,0.137917007,-2.858127727,0.00445542
26710,26710,"MSTRG.8985.3",10,1080,"MSTRG.8985",".",5.930132,6.400492,7.057585,6.462736333,1.01926,1.124093,2.523721,1.555691333,3.637651,5.967847,1.01336,3.539619333,0.240717129,-2.05458929,0.001104292,0.547696695,-0.868550919,0.009733308
63065,63065,"MSTRG.21475.1",25,3591,"MSTRG.21475",".",6.899196,3.445519,6.780685,5.708466667,1.023817,1.551234,1.552438,1.375829667,1.742591,1.963181,1.000853,1.568875,0.241015626,-2.05280141,0.019402183,0.274832997,-1.86337287,0.016250489
111713,111713,"rna-NM_001349231.1",1,1968,"MSTRG.37698","SHOOT2",28.413551,16.24574,19.964167,21.54115267,2.299886,7.328089,6.059901,5.229292,3.066072,2.244716,3.236231,2.849006333,0.242758226,-2.042407912,0.01393475,0.132258769,-2.918564717,0.00641561
4031,4031,"MSTRG.1309.1",1,587,"MSTRG.1309",".",7.227241,5.423428,5.020407,5.890358667,1,1.685393,1.613772,1.433055,1,1,1,1,0.243288241,-2.039261504,0.003329861,0.169768949,-2.558355483,0.002073705
41413,41413,"rna-XM_006584063.4",6,1050,"MSTRG.14026","LOC100812234",4.408436,5.22379,2.885424,4.17255,1,1,1.059211,1.019737,3.111135,1,1,1.703711667,0.244391799,-2.032732221,0.01003822,0.40831426,-1.29224814,0.016603455
48169,48169,"MSTRG.16404.2",5,1893,"MSTRG.16404",".",68.231979,33.448925,37.826443,46.502449,3.962439,9.806308,20.431623,11.40012333,11.388135,8.972483,19.696941,13.35251967,0.245151031,-2.028257266,0.042530516,0.287135838,-1.800194687,0.045583231
118612,118612,"MSTRG.40078.24",5,3680,"MSTRG.40078",".",13.077742,9.237443,7.257636,9.857607,5.261681,1,1,2.420560333,54.316708,7.711135,28.605925,30.211256,0.245552529,-2.025896414,0.028645408,3.064765718,1.615776793,0.376118694
54597,54597,"MSTRG.18580.1",2,1294,"MSTRG.18580",".",9.763004,5.44347,4.125572,6.444015333,1.175855,2.20533,1.385732,1.588972333,1.093291,2.70698,1.489098,1.763123,0.246581091,-2.019865924,0.048597129,0.27360627,-1.869826803,0.040351077
107732,107732,"MSTRG.36435.1",7,1201,"MSTRG.36435",".",3.378474,5.589649,3.141546,4.036556333,1,1,1,1,1,1.453646,1,1.151215333,0.247735921,-2.013125024,0.017612038,0.285197391,-1.809967313,0.017411398
117859,117859,"rna-NM_001357759.1",6,1740,"MSTRG.39820","ALMT34",7.946069,5.996959,3.298203,5.747077,1.459962,1.43231,1.399545,1.430605667,1.809941,6.978487,2.086623,3.625017,0.248927527,-2.006202319,0.032807416,0.630758384,-0.664840618,0.086675475
61527,61527,"rna-XM_003536754.5",15,4407,"MSTRG.20891","LOC100788955",9.314664,10.115552,11.814072,10.41476267,5.839866,1,1.020489,2.620118333,5.673834,2.312638,8.059163,5.348545,0.251577344,-1.99092609,0.011668544,0.513554189,-0.96141158,0.071368544
47689,47689,"MSTRG.16245.1",1,808,"MSTRG.16245",".",6.096148,3.972742,2.321407,4.130099,1,1.146438,1,1.048812667,1,1.203135,1.093984,1.099039667,0.253943711,-1.977419349,0.04794681,0.266104921,-1.909932906,0.042463244
115685,115685,"rna-NM_001371219.1",2,1904,"MSTRG.39030","C4H1",19.758858,15.613535,10.671036,15.34780967,2.106572,5.392892,4.375152,3.958205333,3.388701,2.333557,2.626195,2.782817667,0.25790034,-1.95511442,0.015262893,0.181316926,-2.463414489,0.008086829
29611,29611,"rna-NM_001354194.1",5,1975,"MSTRG.10076","BZIP71",4.536834,10.413091,7.803722,7.584549,2.216077,1.887087,1.816772,1.973312,4.617347,2.309759,2.085573,3.004226333,0.260175259,-1.942444317,0.03014832,0.396098217,-1.336069889,0.036810582
62129,62129,"rna-XM_006590444.3",1,992,"MSTRG.21114","LOC102665617",63.802856,31.601881,32.384808,42.596515,7.936874,12.764379,12.627541,11.109598,7.683352,12.320976,5.777812,8.594046667,0.260810022,-1.938928787,0.042549252,0.20175469,-2.309325886,0.025689868
73913,73913,"MSTRG.24941.3",4,1232,"MSTRG.24941",".",16.576233,19.686354,8.932397,15.06499467,5.26625,3.131171,3.542691,3.980037333,9.866211,8.467113,32.783346,17.03889,0.264191088,-1.920346294,0.02730354,1.131025292,0.177631192,0.877389526
71694,71694,"rna-XM_003540292.5",1,603,"MSTRG.24308","LOC100815403",28.073938,18.90523,13.814142,20.26443667,3.089793,8.162168,4.850653,5.367538,4.035658,3.115843,3.324339,3.491946667,0.26487477,-1.916617665,0.028217512,0.172318961,-2.536846641,0.014124536
26218,26218,"rna-XM_041015460.1",15,11944,"MSTRG.8805","LOC100801545",6.528268,5.003805,4.51077,5.347614333,1.467208,1.21153,1.574544,1.417760667,1.419087,1.530529,1.290802,1.413472667,0.265120216,-1.915281412,0.003110572,0.264318363,-1.919651437,0.003535414
112231,112231,"rna-NM_001248198.2",2,718,"MSTRG.37911","LOC100527371",33.019791,18.901041,38.128201,30.01634433,4.020374,8.654715,11.227838,7.967642333,6.030797,4.264044,4.305133,4.866658,0.265443461,-1.913523493,0.022756114,0.162133601,-2.624744984,0.010565617
108696,108696,"rna-XM_003555081.5",2,1313,"MSTRG.36736","LOC100786490",11.367414,5.353561,10.028899,8.916624667,1.522746,3.090635,2.539256,2.384212333,1.505524,1.198136,1.086754,1.263471333,0.267389559,-1.902984963,0.025470444,0.141698387,-2.819104759,0.012143217
88810,88810,"rna-XM_003546320.5",2,1016,"MSTRG.30195","LOC100779626",37.388836,19.417208,25.572136,27.45939333,6.905147,6.860683,8.293464,7.353098,18.261463,21.304934,17.800201,19.12219933,0.267780789,-1.900875632,0.019137763,0.696380983,-0.522051288,0.134488048
118157,118157,"MSTRG.39922.3",3,614,"MSTRG.39922",".",5.93573,4.537222,2.725103,4.399351667,1,1.309582,1.254466,1.188016,1,1.46041,1,1.15347,0.270043427,-1.888736662,0.026359243,0.262190906,-1.931310447,0.02068565
75933,75933,"rna-XM_003542517.5",1,1957,"MSTRG.25655","LOC100816661",38.039326,25.07531,27.030363,30.048333,2.906146,12.806215,8.700285,8.137548667,3.157569,1.950041,2.312727,2.473445667,0.270815312,-1.884618783,0.011475214,0.08231557,-3.602690842,0.002285026
98426,98426,"MSTRG.33380.2",7,2972,"MSTRG.33380",".",7.859209,4.95335,4.260352,5.690970333,1,2.63048,1,1.543493333,2.28956,3.633314,2.581492,2.834788667,0.271217955,-1.882475405,0.027930662,0.498120444,-1.005433472,0.050459985
8538,8538,"rna-XM_003520169.5",7,2128,"MSTRG.2963","LOC100791586",11.226534,10.777636,5.198286,9.067485333,2.466535,3.05577,1.910595,2.477633333,2.786344,9.509094,2.868606,5.054681333,0.27324371,-1.871739809,0.028559926,0.557451283,-0.843082365,0.056346665
97707,97707,"MSTRG.33106.7",6,1660,"MSTRG.33106",".",8.198436,10.489072,14.771908,11.15313867,3.521664,2.534352,3.129866,3.061960667,6.456675,3.081575,10.454477,6.664242333,0.274538025,-1.864922111,0.014211383,0.597521696,-0.742936997,0.204919335
8807,8807,"MSTRG.3043.3",6,3479,"MSTRG.3043",".",3.185056,7.29363,4.131244,4.869976667,1.460614,1.141177,1.420238,1.340676333,1.303842,6.333317,1.423457,3.020205333,0.275294201,-1.860953875,0.047255527,0.620168337,-0.689268224,0.089139742
110373,110373,"MSTRG.37208.1",1,328,"MSTRG.37208",".",9.518269,7.880583,4.699458,7.366103333,1.60267,1.740005,2.762272,2.034982333,2.286933,3.09103,2.308863,2.562275333,0.276263072,-1.855885364,0.021800454,0.347846781,-1.523476125,0.023669437
99506,99506,"MSTRG.33812.3",5,3459,"MSTRG.33812",".",7.339775,4.339429,9.04336,6.907521333,1.981409,1.900057,1.868962,1.916809333,1.676317,1.425317,1.588029,1.563221,0.27749597,-1.849461275,0.02218875,0.226307082,-2.143646359,0.016142959
95939,95939,"MSTRG.32397.13",8,1299,"MSTRG.32397",".",3.339524,4.69726,2.729213,3.588665667,1,1,1,1,1,1,1,1,0.278655103,-1.843447521,0.011240105,0.278655103,-1.843447523,0.010862539
85515,85515,"MSTRG.28955.1",8,976,"MSTRG.28955",".",5.510223,2.380945,3.52344,3.804869333,1,1.207725,1,1.069241667,1,1,1,1,0.281019287,-1.831258946,0.040589993,0.262821115,-1.927846909,0.032241173
80329,80329,"MSTRG.27282.1",6,2165,"MSTRG.27282",".",6.188728,10.208021,12.252864,9.549871,2.162509,2.155662,3.817464,2.711878333,10.893641,1.652036,10.177649,7.574442,0.283970153,-1.816188793,0.021458703,0.793146002,-0.334341634,0.363784678
31028,31028,"rna-XM_003526545.5",32,7723,"MSTRG.10608","LOC100803679",13.264184,9.761315,11.604611,11.54337,3.170794,5.278983,1.448242,3.299339667,3.552008,3.079581,25.232502,10.62136367,0.285821183,-1.806815252,0.005344024,0.920126763,-0.120095465,0.948402846
58358,58358,"MSTRG.19716.2",3,862,"MSTRG.19716",".",79.118774,51.389965,47.498852,59.33586367,15.479533,19.749651,17.016737,17.415307,15.497647,18.780689,13.489614,15.92265,0.293503893,-1.768548456,0.013937958,0.268347826,-1.897823896,0.011132948
11363,11363,"rna-XM_014770501.3",2,1556,"MSTRG.3902","LOC100781661",30.755306,30.986763,38.72263,33.488233,25.070051,2.057657,2.44181,9.856506,17.817755,1.901053,1,6.906269333,0.294327443,-1.76450603,0.042504426,0.206229732,-2.277675751,0.000785295
105475,105475,"MSTRG.35640.2",2,1169,"MSTRG.35640",".",2.496254,4.534868,5.241531,4.090884333,1.179295,1.138836,1.304997,1.207709333,3.915644,2.301714,1.318724,2.512027333,0.295219624,-1.760139471,0.02496834,0.614054842,-0.703560585,0.059805519
115359,115359,"rna-XM_041013199.1",13,1673,"MSTRG.38890","LOC100811997",57.356815,87.410324,91.497421,78.75485333,7.923904,8.840206,53.095058,23.28638933,8.946492,9.281402,10.507402,9.578432,0.295681959,-1.757881875,0.039287659,0.121623387,-3.039507424,0.003063817
71614,71614,"rna-XM_006592757.4",15,1861,"MSTRG.24276","LOC100803651",10.656132,10.314962,6.08199,9.017694667,2.081975,1.971191,3.973756,2.675640667,1.92361,9.194081,7.701078,6.272923,0.296710053,-1.752874286,0.016912016,0.695623797,-0.523620808,0.190114049
109546,109546,"rna-NM_001255365.2",7,1556,"MSTRG.36922","LOC100777575",4.532578,6.476993,7.117825,6.042465333,1.064208,2.353184,1.983463,1.800285,1.550753,1.015706,1.128354,1.231604333,0.297938821,-1.746911978,0.008071983,0.203824807,-2.294598443,0.003439764
96800,96800,"MSTRG.32753.12",15,3479,"MSTRG.32753",".",45.466995,42.291931,19.624371,35.79443233,5.631395,15.615015,10.90869,10.71836667,7.876031,23.282261,17.5546,16.23763067,0.299442287,-1.739650123,0.043906727,0.453635653,-1.140394064,0.068131863
15136,15136,"MSTRG.5082.1",9,1388,"MSTRG.5082",".",9.865299,13.538068,10.803909,11.40242533,6.160523,2.489698,1.690337,3.446852667,3.474725,2.973105,2.182001,2.876610333,0.302291185,-1.725989185,0.010717837,0.252280567,-1.986899011,0.002016897
21495,21495,"MSTRG.7254.2",9,1483,"MSTRG.7254",".",7.430689,3.064495,4.973972,5.156385333,1.711378,1.436513,1.612968,1.586953,1.902718,2.015367,1.978755,1.965613333,0.307764625,-1.70010068,0.047882982,0.381199853,-1.39138053,0.053584099
86632,86632,"rna-XR_418261.3",7,1158,"MSTRG.29351","LOC100782328",6.084345,6.273671,3.946861,5.434959,1.026936,1.626448,2.369025,1.674136333,5.903745,9.333488,5.417007,6.884746667,0.308031088,-1.698852133,0.01105852,1.266752273,0.341134418,0.593786104
56974,56974,"rna-XM_003535789.5",8,1673,"MSTRG.19381","LOC100803056",4.567246,3.127046,2.041825,3.245372333,1,1,1,1,1,1,1,1,0.308131055,-1.698384003,0.037297748,0.308131055,-1.698384004,0.032021322
28172,28172,"rna-XM_003525262.5",3,1294,"MSTRG.9531","LOC100794816",23.602446,15.762562,11.375069,16.913359,4.086198,6.43326,5.278442,5.265966667,4.079236,2.545492,2.084699,2.903142333,0.311349547,-1.683392915,0.032904695,0.171647887,-2.542475998,0.014357145
68727,68727,"rna-XM_006592128.4",7,2757,"MSTRG.23449","LOC100807188",3.373572,4.30356,1.867376,3.181502667,1,1,1,1,1.561371,1,1,1.187123667,0.314316883,-1.669708329,0.03716829,0.37313301,-1.422238097,0.036283794
31372,31372,"rna-XM_003526625.5",10,1597,"MSTRG.10741","LOC100801918",483.754761,398.170105,316.287781,399.4042157,66.913788,154.147003,158.677979,126.57959,124.653191,131.485336,93.291489,116.476672,0.316921016,-1.657804762,0.008641507,0.291626046,-1.77780852,0.005357115
101251,101251,"rna-XM_003550270.4",4,1266,"MSTRG.34278","LOC100803038",85.824783,92.855484,137.686584,105.455617,35.943417,39.380806,25.151194,33.49180567,17.97702,19.954088,29.497025,22.47604433,0.317591482,-1.654755876,0.01280864,0.213132737,-2.230175885,0.008867229
50078,50078,"MSTRG.17062.1",3,809,"MSTRG.17062",".",5.954553,4.59361,3.035181,4.527781333,1.366241,1.579455,1.386908,1.444201333,1.586657,5.515394,1.869783,2.990611333,0.318964461,-1.648532407,0.021879903,0.660502598,-0.598363859,0.070721954
24234,24234,"rna-XM_014775473.2",1,779,"MSTRG.8279","LOC100775486",5.029411,10.538261,10.299001,8.622224333,2.228186,3.919574,2.135482,2.761080667,1.894415,2.091761,3.488046,2.491407333,0.320228349,-1.642827063,0.03612026,0.288951811,-1.791099185,0.032322593
97862,97862,"rna-XM_014770104.3",3,765,"MSTRG.33165","LOC100810689",17.84804,27.412657,33.061054,26.10725033,2.736481,11.535802,10.839923,8.370735333,1.974329,2.418713,2.90652,2.433187333,0.320628761,-1.641024251,0.028026489,0.093199678,-3.423531214,0.005807902
66765,66765,"rna-XM_003538426.5",1,1314,"MSTRG.22765","LOC100803278",9.783987,5.299493,4.979006,6.687495333,3.08765,1.506961,1.840998,2.145203,1.585305,5.662687,2.37834,3.208777333,0.320778243,-1.640351802,0.048951544,0.479817506,-1.0594423,0.056297916
117994,117994,"rna-NM_001249731.1",2,1183,"MSTRG.39869","PPCK2",78.725105,73.788101,71.838806,74.784004,17.385067,30.558161,24.083286,24.008838,18.215971,49.297585,33.41465,33.64273533,0.321042425,-1.639164136,0.00029977,0.449865393,-1.152434707,0.009676166
92815,92815,"rna-XM_003548490.5",7,1570,"MSTRG.31444","LOC100779467",7.06316,6.44991,7.72379,7.078953333,1.227085,2.832849,2.782735,2.280889667,1.769067,1.301076,1.174933,1.415025333,0.322207191,-1.633939403,0.001721107,0.199891886,-2.322708183,0.000248242
113512,113512,"rna-XM_003555754.5",10,1639,"MSTRG.38402","LOC100809325",5.759377,6.199666,7.27357,6.410871,2.223198,1.684707,2.363172,2.090359,2.581014,3.471713,2.275676,2.776134333,0.326064742,-1.616769647,0.000948912,0.433035438,-1.207443,0.006108835
