"...1","t_id","t_name","num_exons","length","gene_id","gene_name","ctr_rep1+1","ctr_rep2+1","ctr_rep3+1","average control+1","t20_rep1+1","t20_rep2+1","t20_rep3+1","average t20+1","t40_rep1+1","t40_rep2+1","t40_rep3+1","average t40+1","FC average t20/control","log2FC t20","pvalue t20","FC average t40","log2FCt40","pvalue t49"
88061,88061,"rna-NM_001360414.1",5,2015,"MSTRG.29884","LOC100799978",8.722966,10.360957,11.379527,10.15448333,115.905876,38.711914,109.888977,88.16892233,48.43811,54.967525,78.362862,60.589499,8.682758092,3.11815339,0.034661967,5.966773201,2.576950941,0.00521833
13686,13686,"rna-XM_003520938.5",2,2050,"MSTRG.4614","LOC100792313",1.912394,1.609122,1.353157,1.624891,17.154095,5.994857,16.255274,13.134742,7.717078,4.160983,6.027638,5.968566333,8.083460367,3.014973014,0.032516312,3.673210285,1.87704149,0.013939348
86670,86670,"MSTRG.29368.2",2,1244,"MSTRG.29368",".",15.264098,9.348114,17.856043,14.156085,100.602051,62.500286,164.284256,109.1288643,44.76461,41.263226,55.236107,47.087981,7.708972102,2.946538507,0.033300329,3.326342064,1.733936536,0.002542187
74396,74396,"rna-NM_001358540.1",5,2994,"MSTRG.25115","LOC100813471",16.517078,13.033674,10.727178,13.42597667,151.587433,61.620014,90.558868,101.2554383,93.111908,76.999214,107.556152,92.555758,7.54175587,2.914900451,0.029776028,6.893782127,2.785295704,0.000916897
95255,95255,"rna-NM_001248789.2",3,619,"MSTRG.32154","LOC100527669",7.880026,3.569341,2.406352,4.618573,43.141972,13.927023,42.970116,33.34637033,115.506805,104.696304,115.912498,112.0385357,7.220059168,2.85201066,0.043413206,24.25825806,4.600404052,1.18e-05
44726,44726,"rna-NM_001364541.1",1,1128,"MSTRG.15290","LOC106799532",1.265137,1.190788,1.165692,1.207205667,10.956976,3.712792,11.121231,8.596999667,18.69635,42.859516,33.236042,31.59730267,7.121404334,2.832161767,0.038963739,26.17391844,4.710058018,0.012378708
24133,24133,"rna-XM_014775464.3",4,2815,"MSTRG.8245","LOC100785655",6.73636,4.985315,6.079453,5.933709333,57.718655,24.481733,44.092838,42.097742,50.375015,38.74651,40.541504,43.22100967,7.094675461,2.826736691,0.020056006,7.283978241,2.864726613,0.000517541
86931,86931,"MSTRG.29454.1",12,2713,"MSTRG.29454",".",1.415643,3.491032,1.210614,2.039096333,17.832808,11.506474,13.772973,14.37075167,10.072421,5.480144,15.008824,10.18712967,7.047608017,2.817133685,0.003440251,4.99590407,2.320745775,0.045795114
71878,71878,"rna-NM_001250465.2",10,3369,"MSTRG.24390","PEPC4",5.052402,2.567445,6.292634,4.637493667,38.447636,16.164159,43.078827,32.56354067,31.091354,17.558367,21.73488,23.46153367,7.021797334,2.811840357,0.029037159,5.059097727,2.338880108,0.01051303
8137,8137,"rna-NM_001287455.1",4,2380,"MSTRG.2818","NIR",18.243347,11.724579,17.392132,15.786686,133.348083,68.799736,129.244995,110.4642713,94.249222,59.586079,65.241722,73.02567433,6.997305915,2.806799566,0.01069277,4.62577607,2.209695428,0.006353428
40172,40172,"rna-XM_003529349.5",4,2250,"MSTRG.13569","LOC100775519",24.584572,13.771204,43.933746,27.42984067,253.270538,95.788834,226.18512,191.748164,148.684799,107.860527,116.656853,124.4007263,6.990494999,2.805394617,0.029219058,4.535233281,2.181176761,0.003114001
18233,18233,"rna-NM_001317633.2",1,1671,"MSTRG.6293","LOC100792511",2.305383,1.797387,1.385286,1.829352,14.703582,5.283446,18.358,12.781676,21.125704,34.506371,27.929171,27.85374867,6.986996488,2.804672415,0.048535681,15.2260192,3.928466897,0.002551827
113868,113868,"rna-XM_003556707.5",1,1230,"MSTRG.38513","LOC100784766",4.492182,3.561249,4.291851,4.115094,39.765137,13.080472,32.916763,28.58745733,51.823471,36.500969,44.153168,44.15920267,6.946975533,2.796385016,0.037786006,10.73103134,3.423716832,0.000831449
80182,80182,"rna-NM_001248321.2",9,3023,"MSTRG.27219","LOX7",4.793423,2.101274,4.871004,3.921900333,42.490196,19.801714,17.16992,26.48727667,41.523365,30.189844,20.729528,30.81424567,6.75368429,2.75567474,0.049327953,7.856968065,2.973972696,0.011479253
51753,51753,"MSTRG.17586.1",2,2224,"MSTRG.17586",".",1.000518,1.049255,1.104372,1.051381667,8.689224,4.409676,8.069145,7.056015,20.751785,16.926156,8.300122,15.326021,6.711183221,2.746567144,0.010856023,14.57702895,3.865624799,0.01789788
81050,81050,"rna-XM_003544659.4",2,2700,"MSTRG.27567","LOC100783376",12.144833,10.577855,12.172102,11.63159667,98.484207,32.522058,99.002769,76.669678,60.789715,128.423599,111.930374,100.3812293,6.591500737,2.720606972,0.042158306,8.630047288,3.109368465,0.012085778
114662,114662,"rna-NM_001249446.2",5,1863,"MSTRG.38679","NRP-A",9.497801,7.095473,6.111759,7.568344333,62.584961,19.520731,66.715439,49.60704367,88.672279,110.44474,94.135139,97.75071933,6.5545437,2.71249535,0.049837015,12.91573362,3.691057686,0.00016782
11556,11556,"rna-XM_003519562.5",2,2715,"MSTRG.3979","LOC100812481",10.73098,8.387428,10.421061,9.846489667,82.083038,26.306101,83.837875,64.07567133,51.799263,125.900581,105.722649,94.47416433,6.507463421,2.702095297,0.045543002,9.59470507,3.26223846,0.018713369
118619,118619,"MSTRG.40078.23",6,3561,"MSTRG.40078",".",1,1,2.284908,1.428302667,6.457273,11.726195,8.660589,8.948019,37.249561,21.688364,15.945972,24.961299,6.264791916,2.647266591,0.009042046,17.47619715,4.127319381,0.021026363
30266,30266,"rna-XM_006581322.4",11,1442,"MSTRG.10324","LOC100806690",1.055965,1.073737,1.03033,1.053344,6.731833,6.761791,6.267352,6.586992,7.663525,5.912879,6.882559,6.819654333,6.253410092,2.644643131,4.23e-06,6.474289817,2.694721948,0.000339524
116110,116110,"rna-XM_014772891.3",4,2446,"MSTRG.39176","LOC100818944",2.930724,1.07087,1.059487,1.687027,12.449151,11.087501,7.643661,10.39343767,8.866323,10.222948,6.387925,8.492398667,6.160801023,2.623117941,0.005046064,5.033943539,2.331689035,0.006077514
67475,67475,"rna-NM_001248176.2",1,2484,"MSTRG.23006","LOC100305418",1.207686,1.085888,1.637033,1.310202333,9.953877,3.243831,10.93961,8.045772667,7.712523,8.612327,13.3683,9.897716667,6.140862722,2.618441352,0.049858194,7.554342118,2.917306121,0.008206894
22930,22930,"rna-XM_006578928.4",4,2092,"MSTRG.7766","LOC100793208",1.902224,1.675315,1.57006,1.715866333,14.970804,4.717211,11.065122,10.25104567,5.94763,8.160686,7.756926,7.288414,5.974268198,2.578762005,0.046155958,4.247658375,2.08666774,0.001259287
56767,56767,"rna-XM_003535760.5",1,1067,"MSTRG.19337","LOC100788062",1.722965,1.401914,1.653679,1.592852667,10.683223,4.447493,13.171141,9.433952333,14.629106,13.495152,18.649057,15.591105,5.922677301,2.566249483,0.039165617,9.788165172,3.291038447,0.000867635
86208,86208,"rna-XM_014768229.3",13,3072,"MSTRG.29194","LOC100781785",3.05047,1,9.002219,4.350896333,30.844908,11.442864,33.425667,25.237813,23.901316,48.913456,36.675972,36.49691467,5.800600857,2.53620235,0.046618355,8.388366874,3.068389961,0.013428151
17125,17125,"rna-NM_001251544.2",2,656,"MSTRG.5853","LOC547566",7.398858,8.03828,6.756728,7.397955333,44.666809,19.740894,61.251892,41.88653167,93.544762,156.634369,235.168396,161.782509,5.661906538,2.501287935,0.046042633,21.86854363,4.45078524,0.019627944
86671,86671,"MSTRG.29368.3",2,1411,"MSTRG.29368",".",9.689014,7.219564,7.561606,8.156728,38.089779,34.387409,61.031944,44.503044,53.70023,51.20734,58.796196,54.567922,5.455992158,2.447841571,0.012224374,6.689927873,2.741990657,3.96e-05
31512,31512,"rna-XM_003526666.5",9,1775,"MSTRG.10798","LOC100777818",1.536414,1.708168,1.378332,1.540971333,12.781016,4.728305,7.344852,8.284724333,3.461315,7.035754,5.593133,5.363400667,5.3763001,2.42661367,0.046810479,3.48053241,1.799308009,0.021460898
54752,54752,"rna-NM_001315509.1",3,903,"MSTRG.18642","LOC100805895",9.278627,6.078743,9.955886,8.437752,51.78508,20.121336,63.97348,45.29329867,62.500572,78.813728,94.448479,78.587593,5.367934334,2.424367023,0.048393461,9.313806924,3.219370975,0.001655024
74640,74640,"MSTRG.25203.1",2,1480,"MSTRG.25203",".",1.787575,1.990009,1.559449,1.779011,8.935648,5.825351,13.457385,9.406128,8.964126,11.678494,16.233775,12.29213167,5.28727928,2.402525533,0.0263686,6.909531009,2.78858779,0.007769692
79837,79837,"MSTRG.27106.2",2,1271,"MSTRG.27106",".",14.521696,13.423876,26.861675,18.26908233,88.97007,65.128365,134.644547,96.24766067,83.242447,90.807953,111.448715,95.16637167,5.26833581,2.397347308,0.020105266,5.209148985,2.3810477,0.001248943
10587,10587,"rna-XM_003519288.5",1,855,"MSTRG.3596","LOC100796491",3.161623,3.603539,6.050246,4.271802667,23.351875,12.111486,31.364244,22.27586833,22.620785,30.534712,35.491802,29.54909967,5.21462953,2.382564761,0.033425683,6.917243603,2.790197264,0.002795726
42777,42777,"MSTRG.14562.2",9,3380,"MSTRG.14562",".",1.1354,2.500753,1.785755,1.807302667,11.234041,10.115938,6.237988,9.195989,12.783895,10.286798,8.871347,10.64734667,5.088239601,2.347166608,0.009149465,5.891291406,2.558583916,0.001865637
89259,89259,"rna-XM_003546413.5",9,2440,"MSTRG.30323","LOC100784098",1.598352,1.526091,1.755054,1.626499,9.912721,3.554286,11.206454,8.224487,14.622141,14.177606,8.753172,12.51763967,5.056558289,2.338155759,0.0493639,7.696063551,2.944120712,0.004480768
42491,42491,"MSTRG.14448.3",4,901,"MSTRG.14448",".",1.645415,1.291942,1.098614,1.345323667,9.967078,3.334945,6.773419,6.691814,8.67218,20.543024,25.844637,18.35328033,4.974129398,2.314444039,0.049704318,13.64227864,3.77001273,0.028608294
107997,107997,"rna-XM_003553889.5",10,2351,"MSTRG.36524","LOC100794600",5.281242,7.59713,20.784302,11.22089133,73.560677,35.323574,55.522308,54.80218633,66.53035,101.550529,127.1577,98.41285967,4.883942345,2.288046169,0.022442124,8.770502875,3.132659565,0.008745329
105195,105195,"rna-XM_003552097.5",4,1438,"MSTRG.35559","LOC100805188",1.208976,1.897354,1.665301,1.590543667,8.921386,4.446302,9.861068,7.742918667,5.901934,7.43261,7.041478,6.792007333,4.868095626,2.283357508,0.021650618,4.270242606,2.094318036,0.000488565
59219,59219,"rna-NM_001253103.2",2,2302,"MSTRG.20028","PHT1-1",2.768039,6.708781,1.883653,3.786824333,24.986732,9.501756,19.749268,18.079252,48.940247,52.458988,47.871162,49.756799,4.774251565,2.255274587,0.040415785,13.13945265,3.715833273,2.25e-05
41597,41597,"MSTRG.14095.1",8,1956,"MSTRG.14095",".",5.349176,4.120437,6.420566,5.296726333,38.918022,15.095296,21.718983,25.24410033,25.108025,9.54785,22.586573,19.080816,4.765981617,2.252773387,0.048934328,3.602379055,1.848949995,0.047250516
64473,64473,"MSTRG.22062.3",3,1471,"MSTRG.22062",".",1.146621,2.307056,4.394645,2.616107333,12.917839,11.072855,13.362796,12.45116333,37.746521,24.90132,23.832928,28.826923,4.759423734,2.250786904,0.00113559,11.01901387,3.461923213,0.004578746
79839,79839,"MSTRG.27106.4",3,1257,"MSTRG.27106",".",12.462887,11.610266,12.408125,12.160426,57.219952,41.775681,74.535004,57.84354567,69.694221,77.516838,85.852867,77.68797533,4.756703891,2.249962219,0.008485626,6.38858995,2.675497544,0.000150122
41894,41894,"MSTRG.14204.1",18,1788,"MSTRG.14204",".",17.447105,14.154158,7.258692,12.95331833,55.882786,71.885818,56.557976,61.44219333,74.149567,33.078056,47.139637,51.45575333,4.743355467,2.245907988,0.001295192,3.972399351,1.990010666,0.036214253
113819,113819,"MSTRG.38502.6",14,2436,"MSTRG.38502",".",1.113037,1.523408,1.952053,1.529499333,8.427741,5.604265,7.672006,7.234670667,8.245835,6.880406,3.923318,6.349853,4.730090762,2.241867867,0.002893013,4.151589257,2.053663716,0.020612606
29857,29857,"rna-NM_001248237.2",1,600,"MSTRG.10166","LOC100305934",6.011807,3.963305,3.01327,4.329460667,28.424591,10.844235,21.654612,20.30781267,18.166237,14.319379,13.858539,15.44805167,4.69061027,2.229775636,0.037094024,3.568123805,1.835165674,0.002399195
66957,66957,"rna-XM_003538575.5",1,993,"MSTRG.22840","LOC100791093",24.842386,10.532927,5.75269,13.70933433,88.318657,41.8592,60.824677,63.66751133,72.976707,97.412766,62.154446,77.51463967,4.644099399,2.215398851,0.027056499,5.654150508,2.499310287,0.00584112
49841,49841,"MSTRG.16974.5",3,2072,"MSTRG.16974",".",17.484255,26.272264,17.000851,20.25245667,120.933464,59.339184,101.36084,93.87782933,170.581116,105.258308,115.984283,130.6079023,4.63537984,2.212687563,0.01616487,6.448990581,2.689073362,0.005704284
54215,54215,"rna-XM_003534443.5",3,2471,"MSTRG.18423","LOC100817267",1.000005,1.000664,1,1.000223,4.992022,2.664399,6.234514,4.630311667,5.862652,9.177542,8.559938,7.866710667,4.629279337,2.210787619,0.025600362,7.864956782,2.975438838,0.002516114
73912,73912,"rna-XM_014765282.2",5,858,"MSTRG.24941","LOC100782656",3.876922,5.234386,3.996332,4.369213333,18.41045,17.899982,24.220854,20.17709533,28.283613,21.164778,11.080095,20.176162,4.6180156,2.207273047,0.001588431,4.617801985,2.20720631,0.034337609
72293,72293,"rna-NM_001255140.1",4,1247,"MSTRG.24558","LOC100777264",3.494415,2.409288,1.735293,2.546332,10.29262,6.889541,17.884083,11.688748,12.027167,11.213451,13.272738,12.17111867,4.590425758,2.198627969,0.049871211,4.779863219,2.256969334,0.000258106
60160,60160,"rna-NM_001251739.2",3,812,"MSTRG.20365","LOC100306170",1.180909,1.969285,1.557009,1.569067667,6.755538,4.200368,10.057227,7.004377667,55.854595,65.604202,83.24498,68.23459233,4.464037986,2.158349304,0.033613003,43.48734842,5.44252384,0.001143434
75062,75062,"rna-XM_003542314.4",5,1865,"MSTRG.25331","LOC100799411",5.614875,2.897383,4.209013,4.240423667,23.974646,11.208956,21.599428,18.92767667,16.577841,30.208382,37.453533,28.07991867,4.463628674,2.158217015,0.021314927,6.621960652,2.727258438,0.01808553
72058,72058,"rna-XM_003540407.5",2,1644,"MSTRG.24468","LOC100787229",11.434757,14.381681,16.38906,14.06849933,78.249298,39.428879,69.784798,62.48765833,90.746666,51.959896,65.694969,69.467177,4.441671912,2.151102831,0.015121991,4.937781591,2.303863024,0.008398285
65420,65420,"rna-NM_001251660.3",1,683,"MSTRG.22383","LOC100527605",8.252979,23.214548,10.94145,14.13632567,68.350533,42.213295,77.543571,62.70246633,119.053017,59.059151,54.297581,77.46991633,4.435556156,2.149115009,0.013607414,5.480201726,2.454229,0.04123113
86206,86206,"MSTRG.29194.15",12,3169,"MSTRG.29194",".",2.386065,1,5.062173,2.816079333,16.186756,7.887873,13.330009,12.46821267,29.252253,32.549089,19.745438,27.18226,4.427507606,2.146494785,0.023561928,9.65251926,3.270905528,0.003737715
104811,104811,"rna-XM_003552015.5",2,1226,"MSTRG.35473","LOC100803062",4.08325,2.575515,3.078923,3.245896,17.342731,8.20024,16.769438,14.10413633,11.670351,10.689063,11.547462,11.302292,4.345221268,2.119429644,0.022120939,3.482025302,1.799926686,0.000117625
74641,74641,"rna-XM_026124886.2",1,1104,"MSTRG.25203","LOC100784249",1.070632,1.538202,1.052377,1.220403667,5.661745,4.247652,5.944911,5.284769333,5.737939,11.685717,11.817393,9.747016333,4.330345342,2.114482083,0.001769863,7.986715049,2.997602242,0.013268007
98090,98090,"rna-XM_003549598.5",5,1007,"MSTRG.33250","LOC100796843",7.75623,3.043154,2.345019,4.381467667,20.815794,14.769996,21.063654,18.883148,12.692732,17.969244,20.674208,17.11206133,4.309776869,2.107613178,0.005565904,3.905554629,1.965527441,0.011712581
65938,65938,"rna-XM_003538213.5",6,1804,"MSTRG.22508","LOC100819818",2.689697,3.633001,2.053252,2.791983333,17.265064,7.0664,10.819405,11.71695633,23.482569,18.278591,25.505465,22.42220833,4.196642649,2.069235621,0.041476003,8.03092485,3.00556614,0.000873593
19009,19009,"rna-XM_003522617.5",1,411,"MSTRG.6573","LOC100787739",2.772293,1.831801,1.389627,1.997907,8.58353,6.003754,10.525068,8.370784,18.484179,15.064333,22.147062,18.56519133,4.189776601,2.066873321,0.009686043,9.292320078,3.216038849,0.001359094
10129,10129,"MSTRG.3407.1",1,958,"MSTRG.3407",".",1.665659,1.426256,1.140154,1.410689667,7.096663,2.9277,7.592247,5.872203333,8.192313,8.187245,13.198288,9.859282,4.162647159,2.057501276,0.039925599,6.988980093,2.805081937,0.007283481
37808,37808,"rna-XM_041016978.1",5,868,"MSTRG.12875","LOC100779437",1,1,1,1,3.405079,4.131669,4.844431,4.127059667,3.683781,3.518583,3.937521,3.713295,4.127059667,2.045114296,0.001669065,3.713295,1.892699934,2.41e-05
106443,106443,"rna-XM_003552363.5",6,1921,"MSTRG.35952","LOC100816232",5.169814,4.084962,4.987432,4.747402667,24.956135,15.123322,17.563683,19.21438,14.0437,15.479481,16.608837,15.37733933,4.047345749,2.016976098,0.008262373,3.239105761,1.695595575,0.00019897
34364,34364,"MSTRG.11665.1",8,2455,"MSTRG.11665",".",1,1,1.287534,1.095844667,6.1096,2.624225,4.459754,4.397859667,3.771415,7.382958,3.66507,4.939814333,4.013214464,2.004758255,0.030918828,4.507768739,2.172413503,0.034978398
116211,116211,"MSTRG.39210.4",2,1469,"MSTRG.39210",".",1.336617,2.122532,1.031564,1.496904333,7.050608,4.066976,6.890236,6.002606667,9.890065,12.540223,9.279598,10.569962,4.010013555,2.003607113,0.011610971,7.061214112,2.819916263,0.000994434
21488,21488,"MSTRG.7254.5",9,1796,"MSTRG.7254",".",2.682786,2.07206,1.539952,2.098266,6.669648,8.738116,9.747633,8.385132333,5.781764,6.828332,8.13136,6.913818667,3.996219895,1.998635971,0.002856639,3.295015345,1.720285184,0.00310851
71946,71946,"rna-NM_001253027.2",3,618,"MSTRG.24422","LOC100813627",4.302709,1.303955,1.170043,2.258902333,8.132913,5.849578,13.056579,9.013023333,6.503652,9.133446,7.650579,7.762559,3.990001338,1.99638923,0.045819798,3.436429671,1.780910434,0.012475786
27012,27012,"rna-XM_003524962.5",4,1485,"MSTRG.9108","LOC100815756",1.003749,1.289362,1.381265,1.224792,4.99938,2.75164,6.791149,4.847389667,2.757617,4.1539,3.754654,3.555390333,3.957724795,1.984671296,0.036736711,2.902852348,1.537471192,0.005639594
102034,102034,"MSTRG.34572.3",12,2073,"MSTRG.34572",".",1.293429,1.265519,1.007695,1.188881,5.784603,6.071818,2.191924,4.682781667,4.947262,6.436388,6.34692,5.91019,3.938814454,1.977761457,0.049222431,4.971220837,2.313600194,0.000652201
7076,7076,"MSTRG.2466.1",3,359,"MSTRG.2466",".",75.222153,136.593307,23.379141,78.39820033,332.882446,352.856323,240.436584,308.7251177,972.280396,533.27417,774.496216,760.0169273,3.937910773,1.977430422,0.008433196,9.694315993,3.277139109,0.006517154
5944,5944,"rna-XM_003519752.5",1,1583,"MSTRG.2064","LOC100784166",4.690228,3.686419,4.997497,4.458048,19.868738,8.895131,23.140451,17.30144,16.695754,19.396311,15.943414,17.34515967,3.880945203,1.956408063,0.041192945,3.890752112,1.960049066,0.000326375
116216,116216,"rna-XM_003555955.4",7,2241,"MSTRG.39210","CRK70",3.008096,3.610332,2.201059,2.939829,14.666125,7.374779,11.951493,11.330799,44.473423,26.263769,37.006126,35.91443933,3.85423744,1.946445451,0.017944158,12.21650624,3.610759848,0.003399508
4273,4273,"rna-NM_001251556.2",7,3514,"MSTRG.1405","SCA1",4.443019,4.033294,2.951972,3.809428333,20.322742,7.675672,15.830528,14.60964733,46.24778,39.922493,63.485516,49.885263,3.835128543,1.939274934,0.044255334,13.09520974,3.710967261,0.002839564
37727,37727,"rna-XM_006583379.3",3,779,"MSTRG.12838","LOC100812612",1.768977,2.672021,4.37228,2.937759333,9.255159,7.945478,16.520527,11.240388,25.167511,16.742336,17.269653,19.7265,3.826177275,1.935903718,0.040220052,6.714811448,2.747346889,0.004044974
59580,59580,"rna-XM_003536266.4",8,1975,"MSTRG.20152","LOC100797211",1,1.750427,1.820847,1.523758,6.157269,4.424894,6.886522,5.822895,8.112559,7.438944,6.531752,7.361085,3.821404055,1.934102809,0.005185992,4.830875375,2.272284635,0.000380556
93940,93940,"rna-XM_041010677.1",8,3327,"MSTRG.31731","LOC100812261",1,1,1,1,3.909636,4.627269,2.865136,3.800680333,4.586962,2.496108,3.333715,3.472261667,3.800680333,1.926257688,0.005418436,3.472261667,1.795875672,0.015231716
96360,96360,"rna-XM_003549689.5",2,1453,"MSTRG.32547","LOC100799838",29.921108,12.378326,11.516684,17.938706,67.34462,40.747601,95.869469,67.98723,48.283527,54.771069,64.617115,55.89057033,3.789974037,1.922187965,0.042275277,3.115641135,1.639529071,0.007695676
40170,40170,"MSTRG.13569.1",3,2739,"MSTRG.13569",".",2.757614,4.620593,6.674139,4.684115333,21.775829,16.543007,14.890075,17.73630367,29.741276,16.312647,16.512941,20.85562133,3.786478856,1.920856873,0.005250973,4.452414137,2.15458779,0.024293513
101097,101097,"rna-XM_003549313.5",5,1491,"MSTRG.34209","LOC100815312",22.358753,15.322818,24.805857,20.82914267,109.478226,44.014027,81.589355,78.360536,79.877853,60.47673,55.486061,65.28021467,3.762062474,1.911523807,0.039950483,3.13408073,1.648042342,0.005052581
116036,116036,"rna-NM_001248102.3",1,1174,"MSTRG.39148","LOC100306181",1.988478,2.404381,2.280003,2.224287333,8.75697,4.766369,11.533037,8.352125333,29.936049,35.17403,38.823833,34.64463733,3.754966909,1.908800194,0.035725543,15.57561238,3.961216981,0.000231591
34327,34327,"rna-NM_001250874.2",5,3775,"MSTRG.11656","LOC100499653",3.162223,3.898346,1.689188,2.916585667,14.681251,6.972473,10.970221,10.87464833,21.479874,29.310137,22.274218,24.354743,3.728554404,1.898616392,0.026482535,8.350429502,3.061850404,0.001131591
118761,118761,"rna-XM_041013649.1",5,3293,"MSTRG.40109","LOC100785433",3.58584,1,1.064818,1.883552667,8.054319,4.771217,8.177175,7.000903667,8.875441,9.327418,8.817969,9.006942667,3.716861116,1.894084782,0.021830117,4.781890533,2.257581104,0.001193232
56274,56274,"rna-XM_014762998.3",3,2387,"MSTRG.19175","LOC102662356",5.267169,3.820195,2.552038,3.879800667,16.085624,8.32104,18.603371,14.33667833,13.768716,13.902903,17.089447,14.92035533,3.695210029,1.885656367,0.03062409,3.845649973,1.943227456,0.001180038
9570,9570,"rna-XM_003519064.5",2,1606,"MSTRG.3213","LOC100809258",6.458121,4.532796,5.738943,5.57662,23.854963,10.587957,26.715176,20.386032,23.138073,29.353422,29.705568,27.399021,3.655625092,1.87011812,0.041471494,4.91319491,2.296661473,0.000585665
102122,102122,"rna-XM_003552023.4",1,1046,"MSTRG.34607","LOC100807677",44.64967,20.408239,8.921453,24.65978733,123.01149,53.694534,91.314056,89.34002667,69.865784,131.342819,80.548355,93.918986,3.622903371,1.857146327,0.046034815,3.808588644,1.929256475,0.03312581
92958,92958,"MSTRG.31488.17",5,941,"MSTRG.31488",".",1.042641,1,1.021397,1.021346,4.891011,2.260055,3.937128,3.696064667,3.865119,3.109428,2.563686,3.179411,3.618817391,1.85551831,0.025403913,3.112961719,1.638287836,0.004632956
102170,102170,"rna-XM_003552074.5",1,491,"MSTRG.34636","LOC100792830",3.27418,3.970397,2.175503,3.140026667,15.187393,5.911905,12.931419,11.34357233,24.147636,28.075941,43.376846,31.86680767,3.612571974,1.853026331,0.044684988,10.14857867,3.343205785,0.008171673
10939,10939,"rna-XM_003518388.5",1,2492,"MSTRG.3731","LOC100793498",1.241523,1.231367,1.107579,1.193489667,5.765335,2.513934,4.578156,4.285808333,3.958874,2.854692,3.426159,3.413241667,3.590989058,1.844381257,0.031315522,2.859883719,1.515956489,0.002313637
97485,97485,"rna-NM_001255019.2",3,1027,"MSTRG.33021","LOC100800017",3.867071,2.541008,3.609788,3.339289,16.017622,8.805827,10.924548,11.915999,11.951032,13.103735,12.745001,12.59992267,3.568423997,1.835287045,0.016996236,3.773235162,1.915802017,6.3e-05
49440,49440,"rna-NM_001248683.2",5,1949,"MSTRG.16830","LOC547630",17.637197,18.657362,14.06505,16.78653633,74.934723,34.032703,69.956161,59.64119567,32.913515,55.406734,56.780418,48.366889,3.552918511,1.8290046,0.029744062,2.88129058,1.526715165,0.015900226
