"...1","t_id","t_name","num_exons","length","gene_id","gene_name","ctr_rep1+1","ctr_rep2+1","ctr_rep3+1","average control+1","t20_rep1+1","t20_rep2+1","t20_rep3+1","average t20+1","t40_rep1+1","t40_rep2+1","t40_rep3+1","average t40+1","FC average t20/control","log2FC t20","pvalue t20","FC average t40","log2FCt40","pvalue t49"
56018,56018,"rna-XM_003537145.4",7,1469,"MSTRG.19104","LOC100813408",44.071686,26.814552,12.512969,27.79973567,16.927084,2.561516,16.599247,12.02928233,1.833688,1.531205,2.070454,1.811782333,0.432712112,-1.208520591,0.19975513,0.065172646,-3.939589619,0.046487895
3749,3749,"rna-NM_001250941.2",1,834,"MSTRG.1186","LOC100500169",85.032799,53.997589,67.64637,68.89225267,34.355789,28.261049,29.971729,30.86285567,4.885446,5.806876,3.671389,4.787903667,0.44798732,-1.158470197,0.014252808,0.069498434,-3.846875722,0.002055481
43201,43201,"MSTRG.14720.1",8,753,"MSTRG.14720",".",58.201935,24.328493,44.163029,42.23115233,28.348291,1.948833,4.264749,11.52062433,2.365568,2.743442,3.696233,2.935081,0.272799194,-1.874088713,0.076749822,0.069500377,-3.84683539,0.016184598
105623,105623,"MSTRG.35683.4",11,2648,"MSTRG.35683",".",13.884244,20.219429,9.996963,14.700212,11.793249,8.76435,13.927092,11.494897,1.005234,1.002554,1.091874,1.033220667,0.781954505,-0.354843423,0.390842354,0.070286107,-3.83061665,0.010125972
118978,118978,"MSTRG.40165.44",2,3394,"MSTRG.40165",".",8.887287,14.082363,15.875595,12.948415,1,1,1,1,1,1,1,1,0.07722953,-3.694703598,0.00467604,0.07722953,-3.694703605,0.00467604
98663,98663,"rna-NM_001267071.1",6,1251,"MSTRG.33480","FATB1B",18.029131,18.691223,16.822938,17.847764,19.94187,19.091099,18.989468,19.34081233,1.37381,1.597,1.425597,1.465469,1.083654643,0.115905048,0.075172219,0.082109389,-3.606308987,7.62288e-06
75933,75933,"rna-XM_003542517.5",1,1957,"MSTRG.25655","LOC100816661",38.039326,25.07531,27.030363,30.048333,2.906146,12.806215,8.700285,8.137548667,3.157569,1.950041,2.312727,2.473445667,0.270815312,-1.884618783,0.011475214,0.08231557,-3.602690842,0.002433884
79118,79118,"rna-XM_003543311.5",1,574,"MSTRG.26861","LOC100305771",94.573059,61.140648,52.701653,69.47178667,6.18464,36.719906,26.35738,23.08730867,8.284149,4.529411,4.618335,5.810631667,0.332326399,-1.589327194,0.041123227,0.083640165,-3.57966029,0.007726641
94873,94873,"rna-XM_006599383.4",10,1592,"MSTRG.32015","LOC100784293",38.342155,33.034363,13.804533,28.39368367,21.522131,19.023108,1.895735,14.14699133,3.335734,1.000481,3.103387,2.479867333,0.49824431,-1.005074765,0.214857614,0.087338697,-3.517235183,0.025830075
35000,35000,"rna-XM_003527412.5",1,532,"MSTRG.11867","LOC100305823",130.864838,111.820236,49.70216,97.46241133,8.557192,55.208267,29.11986,30.961773,12.526921,7.147588,6.300486,8.658331667,0.317679119,-1.65435783,0.076237348,0.088837651,-3.492684946,0.022505951
40046,40046,"rna-XR_001389249.2",2,582,"MSTRG.13519","LOC106799481",9.787079,8.586301,15.2442,11.20586,1,4.557584,1.063273,2.206952333,1,1,1,1,0.19694627,-2.344126001,0.018941515,0.089239023,-3.486181468,0.007588672
72009,72009,"rna-XM_003540387.5",1,646,"MSTRG.24444","LOC100776723",26.519045,31.604855,16.119875,24.747925,2.950453,16.94134,6.144865,8.678886,3.011983,1.832519,1.822866,2.222456,0.350691462,-1.511725788,0.061094538,0.089803731,-3.477080805,0.007903314
104668,104668,"rna-XM_006602387.4",5,909,"MSTRG.35447","LOC100817824",16.344598,11.189029,6.8241,11.45257567,5.65713,14.553988,8.896149,9.702422333,1,1.045523,1.152903,1.066142,0.847182557,-0.23925521,0.667866836,0.093091897,-3.425200586,0.019531224
97862,97862,"rna-XM_014770104.3",3,765,"MSTRG.33165","LOC100810689",17.84804,27.412657,33.061054,26.10725033,2.736481,11.535802,10.839923,8.370735333,1.974329,2.418713,2.90652,2.433187333,0.320628761,-1.641024251,0.028026489,0.093199678,-3.423531214,0.005995891
49019,49019,"MSTRG.16688.1",5,777,"MSTRG.16688",".",39.776451,21.329201,40.246342,33.783998,1,25.06744,26.326771,17.464737,3.573254,1,4.975034,3.182762667,0.516952937,-0.95189515,0.189293937,0.094209178,-3.40798858,0.008466152
98598,98598,"rna-NM_001251756.2",4,602,"MSTRG.33448","LOC100306683",62.920048,109.366104,91.817314,88.03448867,3.168123,28.905479,20.81493,17.62951067,10.932576,7.685456,6.379625,8.332552333,0.200256864,-2.320076402,0.010542065,0.094650999,-3.401238451,0.004240762
22098,22098,"rna-XM_041014987.1",4,1770,"MSTRG.7449","LOC100789000",14.672977,10.790867,5.52962,10.33115467,1,5.29363,1,2.43121,1,1,1,1,0.235328003,-2.08725509,0.058588168,0.096794602,-3.368929602,0.024407678
81135,81135,"MSTRG.27594.9",16,1594,"MSTRG.27594",".",6.282361,10.705809,13.107306,10.03182533,8.007943,15.154042,3.900113,9.020699333,1,1,1,1,0.899208173,-0.153272946,0.805701638,0.099682756,-3.326512229,0.010669611
69166,69166,"MSTRG.23596.2",21,1780,"MSTRG.23596",".",12.861589,9.890511,7.29875,10.01695,1,16.746943,27.322411,15.023118,1,1,1,1,1.49976969,0.584740972,0.556618805,0.099830787,-3.324371393,0.004957731
17765,17765,"rna-NM_001250642.1",8,1700,"MSTRG.6093","CAT4",15.165374,12.156876,9.549246,12.29049867,2.037416,1.024898,28.083061,10.38179167,1.230035,1.276712,1.294496,1.267081,0.844700606,-0.243488009,0.842463783,0.103094352,-3.277962793,0.002452412
66827,66827,"rna-NM_001249706.2",3,586,"MSTRG.22804","LOC100500345",18.212334,23.106834,13.426866,18.248678,1.669969,7.265409,3.264719,4.066699,1.504026,2.288253,1.874721,1.889,0.222848965,-2.165861834,0.012058859,0.103514348,-3.272097347,0.004298607
107606,107606,"rna-XM_003552680.5",2,1435,"MSTRG.36394","LOC100807854",129.511139,82.497864,129.500031,113.8363447,18.00304,52.066902,69.481728,46.51722333,15.231238,11.426662,9.222728,11.96020933,0.40863244,-1.291124355,0.036508151,0.105064945,-3.250646697,0.002954787
43288,43288,"MSTRG.14746.2",7,1779,"MSTRG.14746",".",4.769511,11.016706,11.058079,8.948098667,7.830734,4.424252,5.609396,5.954794,1,1,1,1,0.665481486,-0.587529565,0.265743964,0.111755585,-3.161581164,0.01903574
96547,96547,"MSTRG.32641.4",8,1673,"MSTRG.32641",".",7.624472,13.474287,12.529757,11.20950533,6.424869,9.981914,11.417335,9.274706,1,1.838322,1,1.279440667,0.827396546,-0.27334916,0.455331249,0.114138905,-3.131137464,0.005643839
107687,107687,"MSTRG.36423.1",5,1158,"MSTRG.36423",".",14.445722,20.690897,6.392664,13.84309433,1.147852,8.619301,2.144059,3.970404,1.011062,2.822114,1.15203,1.661735333,0.286814776,-1.801808745,0.106488234,0.120040743,-3.058403938,0.043470585
65262,65262,"rna-XM_041007023.1",9,2405,"MSTRG.22321","LOC100807339",12.281158,7.889937,4.720078,8.297057667,5.890326,7.658155,1,4.849493667,1,1,1,1,0.584483544,-0.774765688,0.309078124,0.120524653,-3.052599813,0.029141081
34983,34983,"rna-XM_026129015.2",1,446,"MSTRG.11859","LOC100818450",29.699987,20.015032,11.988241,20.56775333,1.977035,10.951594,6.168339,6.365656,4.274885,1.673803,1.501434,2.483374,0.309496905,-1.692003112,0.068613706,0.120741141,-3.050010758,0.025378871
115359,115359,"rna-XM_041013199.1",13,1673,"MSTRG.38890","LOC100811997",57.356815,87.410324,91.497421,78.75485333,7.923904,8.840206,53.095058,23.28638933,8.946492,9.281402,10.507402,9.578432,0.295681959,-1.757881875,0.039287659,0.121623387,-3.039507424,0.003024936
39705,39705,"MSTRG.13398.2",13,1421,"MSTRG.13398",".",7.849017,7.652031,8.742635,8.081227667,1,4.833556,7.956982,4.596846,1,1,1,1,0.568830157,-0.813930142,0.162749644,0.123743575,-3.014574478,2.98064e-05
119231,119231,"MSTRG.40363.3",2,1766,"MSTRG.40363",".",5.542537,13.031984,18.318949,12.29782333,8.09915,1.680764,2.902828,4.227580667,2.572613,1,1,1.524204333,0.34376658,-1.540498798,0.126811094,0.123940985,-3.01227476,0.04510032
73037,73037,"MSTRG.24702.32",2,2695,"MSTRG.24702",".",33.801014,55.145897,84.168686,57.705199,11.896791,41.772232,23.445782,25.704935,10.749736,4.389606,6.337101,7.158814333,0.445452671,-1.16665594,0.13276713,0.124058394,-3.010908737,0.026424239
42487,42487,"rna-NM_001248954.1",6,821,"MSTRG.14443","LOC100527680",165.266281,533.497681,566.315491,421.693151,100.007019,623.130554,473.621033,398.9195353,49.602196,41.798737,68.529167,53.31003333,0.945994817,-0.080095816,0.915589802,0.126419016,-2.983714601,0.045931938
56744,56744,"rna-XM_041005576.1",7,1047,"MSTRG.19330","LOC100786990",16.063952,16.355797,7.7663,13.39534967,1.218395,7.229177,5.070959,4.506177,3.127337,1,1,1.709112333,0.336398609,-1.571756355,0.05535201,0.127589975,-2.970413114,0.015804084
6471,6471,"MSTRG.2257.1",2,962,"MSTRG.2257",".",64.79467,63.0896,95.447937,74.444069,2.529248,56.902821,47.65543,35.695833,1.849393,26.04775,1,9.632381,0.479498682,-1.060401245,0.122194216,0.129390845,-2.95019255,0.00828888
67012,67012,"rna-XM_006591426.4",5,896,"MSTRG.22854","LOC100783845",39.842354,89.508698,134.687576,88.012876,51.852325,26.976847,80.827049,53.21874033,15.084377,11.000271,8.512991,11.53254633,0.604669939,-0.725780237,0.331329302,0.13103249,-2.932003513,0.049539136
49237,49237,"rna-NM_001354072.1",2,1346,"MSTRG.16771","LBD37",46.559711,31.579157,53.933334,44.02406733,6.550895,21.581503,19.632591,15.921663,8.049562,4.597909,4.818752,5.822074333,0.361658156,-1.467301408,0.025540877,0.132247534,-2.918687276,0.004601762
111713,111713,"rna-NM_001349231.1",1,1968,"MSTRG.37698","SHOOT2",28.413551,16.24574,19.964167,21.54115267,2.299886,7.328089,6.059901,5.229292,3.066072,2.244716,3.236231,2.849006333,0.242758226,-2.042407912,0.01393475,0.132258769,-2.918564717,0.006635247
86867,86867,"rna-XM_041009861.1",10,1518,"MSTRG.29428","LOC100801229",11.878368,16.176559,11.806434,13.28712033,10.846408,12.523493,11.844318,11.738073,1.653628,2.636493,1,1.763373667,0.883417378,-0.178832882,0.367112934,0.132713005,-2.913618342,0.001627813
49437,49437,"MSTRG.16829.1",9,1264,"MSTRG.16829",".",8.489254,7.715902,12.464499,9.556551667,1.904809,2.606863,2.25467,2.255447333,1.756611,1.185058,1.012364,1.318011,0.236010583,-2.083076542,0.007947184,0.137917007,-2.858127727,0.005203182
103657,103657,"MSTRG.35188.2",10,2890,"MSTRG.35188",".",7.938285,8.918262,4.743462,7.200003,2.636688,7.912538,6.407426,5.652217333,1.000292,1,1,1.000097333,0.785029858,-0.349180568,0.484771459,0.138902349,-2.847857093,0.007935702
119099,119099,"MSTRG.40278.3",2,3767,"MSTRG.40278",".",17.785971,7.307782,18.421124,14.504959,4.092159,28.767406,42.900841,25.25346867,1.164548,3.676111,1.207336,2.015998333,1.741023099,0.799935344,0.417431899,0.138986834,-2.846979867,0.027848691
35005,35005,"rna-XM_014776816.3",2,477,"MSTRG.11870","LOC100778355",22.808722,20.586975,9.096339,17.49734533,1.730636,9.3304,5.606073,5.555703,2.855429,2.403909,2.042715,2.434017667,0.317516909,-1.655094672,0.066972908,0.139107826,-2.84572451,0.024022515
60058,60058,"rna-XM_041005549.1",3,852,"MSTRG.20326","LOC100499922",25.052691,33.635044,27.341946,28.67656033,12.802871,18.783398,17.974476,16.52024833,3.523778,5.275866,3.311868,4.037170667,0.576088908,-0.795636614,0.018674232,0.140782947,-2.828455506,0.000733923
108696,108696,"rna-XM_003555081.5",2,1313,"MSTRG.36736","LOC100786490",11.367414,5.353561,10.028899,8.916624667,1.522746,3.090635,2.539256,2.384212333,1.505524,1.198136,1.086754,1.263471333,0.267389559,-1.902984963,0.025470444,0.141698387,-2.819104759,0.013824918
15780,15780,"rna-NM_001255872.3",1,2050,"MSTRG.5312","LOC100808934",10.004434,5.988651,6.80757,7.600218333,1.341892,4.740618,4.14141,3.407973333,1.293357,1.023073,1.037043,1.117824333,0.448404662,-1.157126817,0.059991345,0.147077924,-2.765347378,0.006180084
99110,99110,"rna-NM_001377990.1",4,825,"MSTRG.33655","LOC100810310",428.315308,482.121948,720.256104,543.5644533,176.113281,520.147522,403.315826,366.525543,187.46875,24.768295,27.706326,79.98112367,0.674300059,-0.568537371,0.260184969,0.147141932,-2.764719658,0.011394296
25263,25263,"MSTRG.8540.1",1,783,"MSTRG.8540",".",7.634429,15.366239,10.525177,11.17528167,2.255664,5.547719,3.583978,3.795787,1.571218,1.836871,1.531151,1.646413333,0.339659179,-1.557840253,0.039463777,0.147326339,-2.762912719,0.013468299
63833,63833,"rna-XM_003537752.5",1,903,"MSTRG.21793","LOC100799708",204.729126,197.842133,274.267242,225.6128337,137.387161,218.371414,150.453064,168.737213,42.553989,47.962486,10.253439,33.58997133,0.747906093,-0.419070958,0.179607269,0.148883247,-2.747746667,0.002094007
107706,107706,"MSTRG.36428.2",5,1290,"MSTRG.36428",".",22.881191,27.096268,17.671999,22.54981933,1.704844,12.28466,12.518962,8.836155333,1.92301,5.799845,2.479815,3.40089,0.391850383,-1.351625188,0.037834115,0.150816729,-2.729131626,0.00302386
64166,64166,"rna-XM_003537865.5",1,380,"MSTRG.21937","LOC100500529",18.001951,17.096834,29.953081,21.68395533,15.090067,21.415106,25.202824,20.56933233,7.502753,1.108492,1.204078,3.271774333,0.948596878,-0.076132975,0.837247467,0.150884573,-2.728482791,0.01670414
116105,116105,"rna-XM_041013286.1",9,1319,"MSTRG.39172","LOC100818414",8.061925,9.113231,8.001338,8.392164667,1,8.606759,10.470859,6.692539333,1,1.817253,1,1.272417667,0.79747474,-0.326489273,0.591642404,0.151619721,-2.721470678,9.50812e-05
10857,10857,"rna-XM_041005855.1",3,592,"MSTRG.3692","LOC100527335",6.78881,12.480717,13.17997,10.816499,1,9.939967,6.741786,5.893917667,1,1,2.932384,1.644128,0.544900681,-0.875934801,0.210838034,0.152001863,-2.717839088,0.012461964
26777,26777,"rna-XM_006579349.3",4,1521,"MSTRG.9016","LOC100788131",8.606216,6.495734,4.352175,6.484708333,6.686825,8.190859,1,5.292561333,1,1,1,1,0.816160274,-0.293075605,0.659661912,0.15420894,-2.697041687,0.011107124
98595,98595,"rna-NM_001253073.2",4,620,"MSTRG.33446","LOC100820292",17.052553,19.18754,30.518028,22.252707,1.976946,5.988365,5.012078,4.325796333,5.599003,1.956183,2.752307,3.435831,0.194394162,-2.362943202,0.014592435,0.154400586,-2.695249867,0.012123317
35004,35004,"MSTRG.11870.1",1,522,"MSTRG.11870",".",19.083876,15.642987,9.718033,14.81496533,1.557676,10.566587,5.604929,5.909730667,3.007032,1.913602,1.974738,2.298457333,0.398902767,-1.325890964,0.077868904,0.155144294,-2.68831746,0.010512462
107859,107859,"MSTRG.36473.2",9,3130,"MSTRG.36473",".",16.623262,11.015781,16.267669,14.63557067,5.361061,1.665578,7.366549,4.797729333,2.320734,1.99833,2.516287,2.278450333,0.327812932,-1.609055326,0.016241412,0.155678954,-2.683354173,0.002452539
34974,34974,"rna-XM_003527406.5",1,557,"MSTRG.11854","LOC100817911",11.352725,12.163115,5.141006,9.552282,1.328016,4.793076,3.590696,3.237262667,1.975288,1.304863,1.237223,1.505791333,0.338899403,-1.561070999,0.06077276,0.157636817,-2.665323568,0.022606582
112231,112231,"rna-NM_001248198.2",2,718,"MSTRG.37911","LOC100527371",33.019791,18.901041,38.128201,30.01634433,4.020374,8.654715,11.227838,7.967642333,6.030797,4.264044,4.305133,4.866658,0.265443461,-1.913523493,0.022756114,0.162133601,-2.624744984,0.01214152
56098,56098,"rna-XM_006588682.4",9,3251,"MSTRG.19129","LOC100806454",25.214386,23.649029,17.170794,22.011403,16.842385,21.198061,2.22421,13.421552,3.711022,3.077686,4.059397,3.616035,0.609754499,-0.713699597,0.240926599,0.164280078,-2.605770558,0.00175988
37609,37609,"rna-NM_001354002.1",2,976,"MSTRG.12799","LBD30",29.847651,14.028364,21.928337,21.934784,4.424341,9.16181,11.500773,8.362308,4.175263,3.396043,3.314212,3.628506,0.381235028,-1.391247414,0.053848296,0.165422463,-2.595772939,0.016110197
97058,97058,"rna-NM_001354916.1",13,2817,"MSTRG.32857","LOC100788584",7.50985,6.231337,6.884475,6.875220667,1.007303,4.413156,7.525332,4.315263667,1.156752,1.175017,1.081569,1.137779333,0.627654569,-0.671957308,0.252895703,0.165489864,-2.595185238,0.000101184
73030,73030,"MSTRG.24702.25",3,1495,"MSTRG.24702",".",17.340689,13.437349,30.854181,20.544073,8.124419,12.840372,17.97505,12.979947,4.344893,2.500514,3.415307,3.420238,0.631809817,-0.662437741,0.275577747,0.166482956,-2.586553609,0.032013653
4031,4031,"MSTRG.1309.1",1,587,"MSTRG.1309",".",7.227241,5.423428,5.020407,5.890358667,1,1.685393,1.613772,1.433055,1,1,1,1,0.243288241,-2.039261504,0.003329861,0.169768949,-2.558355483,0.001964219
31354,31354,"rna-XM_014776366.3",10,3400,"MSTRG.10739","LOC100799771",9.101393,7.520264,4.058188,6.893281667,2.787016,3.056352,1.06738,2.303582667,1.360855,1.151501,1.001035,1.171130333,0.33417794,-1.581311595,0.046715763,0.169894455,-2.557289327,0.018570492
75247,75247,"MSTRG.25401.3",17,2335,"MSTRG.25401",".",7.119461,4.715879,5.931886,5.922408667,15.19292,6.359274,7.262302,9.604832,1.004931,1.03568,1,1.013537,1.621777986,0.697576335,0.271687382,0.171135944,-2.546785288,0.002107693
28172,28172,"rna-XM_003525262.5",3,1294,"MSTRG.9531","LOC100794816",23.602446,15.762562,11.375069,16.913359,4.086198,6.43326,5.278442,5.265966667,4.079236,2.545492,2.084699,2.903142333,0.311349547,-1.683392915,0.032904695,0.171647887,-2.542475998,0.018101343
71694,71694,"rna-XM_003540292.5",1,603,"MSTRG.24308","LOC100815403",28.073938,18.90523,13.814142,20.26443667,3.089793,8.162168,4.850653,5.367538,4.035658,3.115843,3.324339,3.491946667,0.26487477,-1.916617665,0.028217512,0.172318961,-2.536846641,0.015981135
55540,55540,"MSTRG.18921.1",1,656,"MSTRG.18921",".",6.400179,9.941383,8.336818,8.226126667,1.55889,4.76783,3.560777,3.295832333,1.713271,1.406894,1.138345,1.419503333,0.400654216,-1.319570437,0.023698791,0.172560354,-2.53482705,0.002788518
74853,74853,"rna-XM_041007991.1",2,2075,"MSTRG.25273","LOC100798373",7.841208,5.899458,9.373412,7.704692667,1.801455,3.797409,6.410273,4.003045667,2.031501,1,1,1.343833667,0.519559422,-0.944639335,0.091045638,0.174417556,-2.519382831,0.00391217
43289,43289,"MSTRG.14746.4",7,1823,"MSTRG.14746",".",2.689521,6.598746,7.656621,5.648296,1.00246,4.347342,8.536305,4.628702333,1,1,1,1,0.819486502,-0.287207908,0.720172001,0.177044546,-2.497815695,0.037033664
78780,78780,"rna-XM_003543224.5",1,537,"MSTRG.26714","LOC100793429",23.69442,25.096949,16.52115,21.77083967,3.724138,24.76409,17.507574,15.331934,6.835312,2.364992,2.397867,3.866057,0.70424174,-0.505857357,0.392088167,0.1775796,-2.493462238,0.004168671
86653,86653,"MSTRG.29359.4",2,697,"MSTRG.29359",".",22.167171,30.827108,53.932209,35.64216267,5.305437,33.917381,39.280602,26.16780667,15.200168,1.467538,2.369997,6.345901,0.734181226,-0.445791872,0.540630336,0.17804478,-2.489687959,0.048859298
71303,71303,"rna-NM_001249584.2",2,508,"MSTRG.24173","LOC100500080",42.025475,87.310616,71.031364,66.78915167,4.31298,51.907051,23.013508,26.41117967,12.52177,8.72327,14.671465,11.97216833,0.395441161,-1.338465048,0.102770688,0.179253188,-2.479929321,0.014805911
115685,115685,"rna-NM_001371219.1",2,1904,"MSTRG.39030","C4H1",19.758858,15.613535,10.671036,15.34780967,2.106572,5.392892,4.375152,3.958205333,3.388701,2.333557,2.626195,2.782817667,0.25790034,-1.95511442,0.015262893,0.181316926,-2.463414489,0.00897433
75932,75932,"rna-XM_006594118.4",2,1875,"MSTRG.25655","LOC100816661",8.20778,8.631052,6.52912,7.789317333,1.358694,4.411986,5.386996,3.719225333,1.792552,1.495159,1,1.429237,0.477477701,-1.066494736,0.041344337,0.183486811,-2.446251726,0.000736766
81944,81944,"MSTRG.27893.1",5,1249,"MSTRG.27893",".",170.611542,125.525253,228.410278,174.8490243,249.78862,242.109604,927.065308,472.987844,56.405987,13.622233,27.749063,32.59242767,2.705121437,1.43569336,0.262845584,0.186403257,-2.423501024,0.011685544
59092,59092,"rna-NM_001248291.1",5,1905,"MSTRG.19975","LOC100233234",8.441709,5.018372,8.137005,7.199028667,13.701616,1.182521,2.315323,5.733153333,1.52106,1.304593,1.201125,1.342259333,0.796378734,-0.328473398,0.741430061,0.186450061,-2.423138827,0.005947623
36932,36932,"MSTRG.12553.1",9,1309,"MSTRG.12553",".",54.698837,62.994457,47.120888,54.93806067,40.103146,79.208946,37.531799,52.281297,18.144268,11.698791,1,10.28101967,0.951640745,-0.071511052,0.861097857,0.18713838,-2.417822626,0.00275583
5324,5324,"rna-XM_026129188.2",3,389,"MSTRG.1810","LOC100775561",72.509827,80.471756,90.155594,81.04572567,28.641733,58.284916,55.763214,47.56328767,18.978569,18.675072,7.871347,15.174996,0.586869786,-0.76888766,0.035945674,0.18723993,-2.417039964,0.000465549
66912,66912,"MSTRG.22826.1",8,6828,"MSTRG.22826",".",6.444635,7.053077,2.757167,5.418293,1.699701,6.717973,5.604621,4.674098333,1,1.065241,1,1.021747,0.862651454,-0.213150325,0.73234605,0.188573597,-2.406800404,0.030632256
16280,16280,"MSTRG.5525.2",7,932,"MSTRG.5525",".",172.324661,159.9608,143.275894,158.5204517,67.341751,149.009995,81.642693,99.33147967,1,87.924187,1,29.974729,0.626616179,-0.674346075,0.08967147,0.189090611,-2.402850368,0.013049689
61514,61514,"MSTRG.20886.1",3,2546,"MSTRG.20886",".",2.571565,6.782507,6.508047,5.287373,1.586017,1.741421,2.378916,1.902118,1,1,1,1,0.35974727,-1.474944356,0.070437051,0.189129838,-2.402551106,0.034448211
90855,90855,"MSTRG.30705.3",4,817,"MSTRG.30705",".",5.773297,6.112874,3.935135,5.273768667,1.198519,7.855416,1.997909,3.683948,1,1,1,1,0.698541827,-0.517581592,0.51075829,0.189617722,-2.398834289,0.003210727
26538,26538,"rna-XM_041015176.1",6,854,"MSTRG.8914","LOC100499784",54.99147,49.232719,52.228439,52.150876,20.167196,24.466711,39.596218,28.07670833,7.243747,7.007177,15.60515,9.952024667,0.538374625,-0.893317681,0.017069588,0.1908314,-2.38962952,0.000210483
68934,68934,"MSTRG.23524.6",9,1012,"MSTRG.23524",".",15.719374,12.49612,6.226908,11.48080067,5.237371,10.759829,8.983429,8.326876333,1.052003,1.016693,4.512946,2.193880667,0.725287075,-0.463375955,0.383781387,0.19109126,-2.387666299,0.037050999
11664,11664,"MSTRG.4029.2",6,1844,"MSTRG.4029",".",7.443679,8.904815,7.191601,7.846698333,3.579062,5.892341,3.396801,4.289401333,1.136333,1.93838,1.439572,1.504761667,0.54665047,-0.871309431,0.021053583,0.191770042,-2.382550734,0.000405325
46090,46090,"rna-XM_014778314.2",6,682,"MSTRG.15792","LOC100305687",216.726578,127.439987,234.647217,192.9379273,67.472923,209.183548,121.434288,132.6969197,106.491142,2.295133,3.425881,37.404052,0.687770007,-0.540001892,0.318827301,0.193865729,-2.366870301,0.031425582
50618,50618,"rna-XM_006586938.4",34,3737,"MSTRG.17261","LOC100820121",3.890203,10.844229,7.432446,7.388959333,2.874433,2.376945,1,2.083792667,1.000002,2.306154,1,1.435385333,0.282014364,-1.826159449,0.063628188,0.194260825,-2.363933104,0.044198238
15772,15772,"rna-XM_041013762.1",8,1060,"MSTRG.5310","LOC100499979",17.089548,20.20767,30.329807,22.54234167,9.803706,13.651669,11.672721,11.70936533,4.377917,4.078062,4.682905,4.379628,0.51943873,-0.944974508,0.059317924,0.194284519,-2.363757149,0.010493804
71691,71691,"rna-NM_001252833.2",1,734,"MSTRG.24306","LOC100814873",9.936175,5.267805,4.014987,6.406322333,1.187312,4.331138,2.625773,2.714741,1.624427,1.128884,1,1.251103667,0.423759664,-1.238681825,0.141303067,0.195292026,-2.356295052,0.046601256
22986,22986,"rna-XM_006578938.4",5,1883,"MSTRG.7785","LOC100799545",6.093997,2.83376,6.328821,5.085526,3.519015,5.549541,6.064311,5.044289,1,1,1,1,0.991891301,-0.011746067,0.977423279,0.196636493,-2.346397001,0.022314183
