"uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
"100499935","LOC100499935","GLYMA_16G074600","60S ribosomal protein L13",93068,"MSTRG.31521","t40","down",NA,NA
"100499979","LOC100499979","GLYMA_03G189300","uncharacterized LOC100499979",15772,"MSTRG.5310","t40","down",NA,NA
"100499992","LOC100499992","GLYMA_16G116300","uncharacterized LOC100499992",94032,"MSTRG.31753","t40","down",NA,NA
"100500080","LOC100500080","GLYMA_12G182300","uncharacterized LOC100500080",71303,"MSTRG.24173","t40","down",NA,NA
"100500102","LOC100500102","GLYMA_19G009300","uncharacterized LOC100500102",107940,"MSTRG.36503","t40","down",NA,NA
"100500169","LOC100500169","","uncharacterized LOC100500169",3749,"MSTRG.1186","t40","down",NA,NA
"100500170","LOC100499944","","uncharacterized LOC100500170",94149,"MSTRG.31774","t40","down",NA,NA
"100500345","LOC100500345","GLYMA_11G235000","uncharacterized LOC100500345",66827,"MSTRG.22804","t40","down",NA,NA
"100500459","LOC100500459","GLYMA_05G068500v4","FCS-like zinc-finger domain-containing protein",24704,"MSTRG.8424","t40","down",NA,NA
"100500529","LOC100500529","GLYMA_11G123600","diphthamide biosynthesis protein 3",64166,"MSTRG.21937","t40","down",NA,NA
"100527335","LOC100527335","GLYMA_02G258800","transport protein Sec61 subunit gamma",10857,"MSTRG.3692","t40","down",NA,NA
"100527371","LOC100527371","GLYMA_19G213100","uncharacterized LOC100527371",112231,"MSTRG.37911","t40","down",NA,NA
"100527527","GASA36","GLYMA_20G131100, GmGASA36","gibberellin-regulated protein 36",116079,"MSTRG.39155","t40","down",NA,NA
"100527558","LOC100527558","GLYMA_10G021300","uncharacterized LOC100527558",55541,"MSTRG.18921","t40","down",NA,NA
"100527623","LOC100527623","GLYMA_03G231700","uncharacterized LOC100527623",16649,"MSTRG.5674","t40","down",NA,NA
"100527680","LOC100527680","GLYMA_08G045100","uncharacterized LOC100527680",42487,"MSTRG.14443","t40","down",NA,NA
"100527721","LOC100527721","GLYMA_11G060500","uncharacterized LOC100527721",62912,"MSTRG.21415","t40","down",NA,NA
"100527774","LOC100527774","GLYMA_08G364400","uncharacterized LOC100527774",49224,"MSTRG.16763","t40","down",NA,NA
"100527838","LOC100527838","GLYMA_01G167300","60S ribosomal protein L8-1",3741,"MSTRG.1183","t40","down",NA,NA
"100527888","LOC100527888","GLYMA_16G037600","plant cysteine oxidase 2",92330,"MSTRG.31239","t40","down",NA,NA
"100527911","LOC100527911","GLYMA_05G241200","40S ribosomal protein S16",28606,"MSTRG.9697","t40","down",NA,NA
"100775264","CHS13","GLYMA_19G105100, GmCHS13","chalcone synthase 13",109951,"MSTRG.37042","t40","down",NA,NA
"100775486","LOC100775486","GLYMA_05G048500","zinc finger protein SHOOT GRAVITROPISM 5",24234,"MSTRG.8279","t40","down",NA,NA
"100775561","LOC100775561","GLYMA_01G242900","40S ribosomal protein S29",5324,"MSTRG.1810","t40","down",NA,NA
"100775871","LOC100775871","GLYMA_13G064300","plant cysteine oxidase 2",74011,"MSTRG.24980","t40","down",NA,NA
"100776329","LOC100776329","GLYMA_18G136900","serine/arginine-rich splicing factor RSZ21-like",104460,"MSTRG.35382","t40","down",NA,NA
"100776345","LOC100776345","GLYMA_03G178000","40S ribosomal protein S23-like",15558,"MSTRG.5231","t40","down",NA,NA
"100776354","LOC100776354","GLYMA_19G105700","40S ribosomal protein S27-2",109969,"MSTRG.37047","t40","down",NA,NA
"100776723","LOC100776723","GLYMA_12G218300","uncharacterized LOC100776723",72009,"MSTRG.24444","t40","down",NA,NA
"100777071","NAC021","GLYMA_04G226700","NAC transcription factor",22332,"MSTRG.7537","t40","down",NA,NA
"100777625","LOC100777625","GLYMA_13G294600","protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial",79006,"MSTRG.26808","t40","down",NA,NA
"100778013","LOC100778013","GLYMA_13G331900","60S ribosomal protein L35",79812,"MSTRG.27097","t40","down",NA,NA
"100778317","LOC100778317","GLYMA_20G083800","histone H4",115048,"MSTRG.38773","t40","down",NA,NA
"100778355","LOC100778355","GLYMA_06G299000","uncharacterized LOC100778355",35005,"MSTRG.11870","t40","down",NA,NA
"100779051","LOC100779051","GLYMA_05G009000","early nodulin-93",23377,"MSTRG.7963","t40","down",NA,NA
"100779362","LOC100779362","GLYMA_11G143400","60S ribosomal protein L23A",64548,"MSTRG.22092","t40","down",NA,NA
"100779467","LOC100779467","GLYMA_16G062000","kelch repeat-containing protein At3g27220",92815,"MSTRG.31444","t40","down",NA,NA
"100779499","LOC100779499","GLYMA_09G023600, GmHD-ZIPIII-5","homeobox-leucine zipper protein ATHB-14-like",49863,"MSTRG.16984","t40","down",NA,NA
"100780556","LOC100780556","GLYMA_09G185200","uncharacterized LOC100780556",52968,"MSTRG.17952","t40","down",NA,NA
"100780743","LOC100780743","GLYMA_02G258600","uncharacterized LOC100780743",10850,"MSTRG.3690","t40","down",NA,NA
"100780764","LOC100780764","GLYMA_10G162000","GDP-mannose 3,5-epimerase-like",58705,"MSTRG.19834","t40","down",NA,NA
"100781142","LOC100781142","GLYMA_03G144800","actin-3",14855,"MSTRG.4989","t40","down",NA,NA
"100781170","LOC100781170","GLYMA_04G213300","NAC domain-containing protein 82",22042,"MSTRG.7432","t40","down",NA,NA
"100781420","LOC100781420","GLYMA_08G227400","histone H3.2",46321,"MSTRG.15872","t40","down",NA,NA
"100781544","LOC100781544","GLYMA_12G116000","RNA polymerase II subunit 5-mediating protein homolog",69842,"MSTRG.23820","t40","down",NA,NA
"100781661","LOC100781661","GLYMA_02G287000","peroxisomal and mitochondrial division factor 2",11363,"MSTRG.3902","t40","down",NA,NA
"100781886","LOC100781886","GLYMA_12G006700","uncharacterized LOC100781886",67572,"MSTRG.23042","t40","down",NA,NA
"100782374","LOC100782374","GLYMA_02G143200","histone H2A variant 1",8386,"MSTRG.2907","t40","down",NA,NA
"100782730","LOC100782730","GLYMA_10G055400","uncharacterized LOC100782730",56317,"MSTRG.19194","t40","down",NA,NA
"100782747","LOC100782747","GLYMA_18G204200","pyruvate decarboxylase 2",105813,"MSTRG.35731","t40","down",NA,NA
"100782924","LOC100782924","GLYMA_18G009700","glyceraldehyde-3-phosphate dehydrogenase, cytosolic-like",101960,"MSTRG.34543","t40","down",NA,NA
"100783140","LOC100783140","GLYMA_19G221900","auxin-responsive protein IAA20",112395,"MSTRG.37986","t40","down",NA,NA
"100783161","LOC100783161","GLYMA_20G017300","mitochondrial import inner membrane translocase subunit TIM17-2",113604,"MSTRG.38433","t40","down",NA,NA
"100783654","LOC100783654","GLYMA_03G026000","uncharacterized LOC100783654",12357,"MSTRG.4272","t40","down",NA,NA
"100783845","LOC100783845","GLYMA_11G241700","histone H3.3",67012,"MSTRG.22854","t40","down",NA,NA
"100784293","LOC100784293","GLYMA_16G155800","histidinol-phosphate aminotransferase, chloroplastic",94873,"MSTRG.32015","t40","down",NA,NA
"100784380","LOC100784380","GLYMA_04G090100","transcription factor bHLH93-like",19342,"MSTRG.6697","t40","down",NA,NA
"100784666","LOC100784666","GLYMA_01G061500","serine/threonine-protein kinase dst1",1464,"MSTRG.543","t40","down",NA,NA
"100785061","LOC100785061","GLYMA_18G258900","60S ribosomal protein L34",106855,"MSTRG.36110","t40","down",NA,NA
"100785976","LOC100785976","GLYMA_04G229000","60S acidic ribosomal protein P1",22372,"MSTRG.7560","t40","down",NA,NA
"100786167","LOC100786167","GLYMA_05G143300","putative hydrolase C777.06c",26429,"MSTRG.8884","t40","down",NA,NA
"100786189","LOC100786189","GLYMA_13G280300","60S ribosomal protein L5",78739,"MSTRG.26692","t40","down",NA,NA
"100786306","LOC100786306","GLYMA_19G099600","uncharacterized LOC100786306",109863,"MSTRG.37009","t40","down",NA,NA
"100786479","LOC100786479","GLYMA_19G110200","GATA transcription factor 5-like",110041,"MSTRG.37072","t40","down",NA,NA
"100786490","LOC100786490","GLYMA_19G046300","LOB domain-containing protein 41",108696,"MSTRG.36736","t40","down",NA,NA
"100786807","LOC100786807","GLYMA_02G288900","small nuclear ribonucleoprotein-associated protein B",11400,"MSTRG.3913","t40","down",NA,NA
"100786990","LOC100786990","GLYMA_10G078400","2-cys peroxiredoxin",56744,"MSTRG.19330","t40","down",NA,NA
"100787024","LOC100787024","GLYMA_19G193200","60S acidic ribosomal protein P2-2",111779,"MSTRG.37722","t40","down",NA,NA
"100787024","LOC100787024","GLYMA_19G193200","60S acidic ribosomal protein P2-2",111780,"MSTRG.37722","t40","down",NA,NA
"100787151","LOC100787151","GLYMA_01G042400","probable serine/threonine-protein kinase PIX7",1074,"MSTRG.436","t40","down",NA,NA
"100787172","LOC100787172","GLYMA_10G160800","uncharacterized LOC100787172",58687,"MSTRG.19826","t40","down",NA,NA
"100787680","FATB1B","GLYMA_17G120400","myristoyl-acyl carrier protein thioesterase, chloroplastic-like",98663,"MSTRG.33480","t40","down",NA,NA
"100787707","LOC100787707","GLYMA_10G164100","GRF1-interacting factor 1",58760,"MSTRG.19850","t40","down",NA,NA
"100788131","LOC100788131","GLYMA_05G157200","mitogen-activated protein kinase 7-like",26777,"MSTRG.9016","t40","down",NA,NA
"100788332","LOC100788332","GLYMA_06G160400","defensin Ec-AMP-D2",32247,"MSTRG.11071","t40","down",NA,NA
"100788471","LOC100788471","GLYMA_12G056300","AP2-like ethylene-responsive transcription factor PLT2",68631,"MSTRG.23414","t40","down",NA,NA
"100788575","LOC100788575","GLYMA_17G218000","U-box domain-containing protein 7",100785,"MSTRG.34108","t40","down",NA,NA
"100788584","LOC100788584","GLYMA_17G045800, GmSS","sucrose synthase",97058,"MSTRG.32857","t40","down",NA,NA
"100788686","LOC100788686","GLYMA_06G025600","uncharacterized LOC100788686",29301,"MSTRG.9960","t40","down",NA,NA
"100788688","LOC100788688","GLYMA_06G164800","rRNA 2'-O-methyltransferase fibrillarin 2",32358,"MSTRG.11112","t40","down",NA,NA
"100788694","LOC100788694","GLYMA_14G133100","uncharacterized LOC100788694",83519,"MSTRG.28376","t40","down",NA,NA
"100788981","LOC100788981","GLYMA_19G110900","putative H/ACA ribonucleoprotein complex subunit 1-like protein 1",110054,"MSTRG.37077","t40","down",NA,NA
"100789000","LOC100789000","GLYMA_04G215900","actin-7",22098,"MSTRG.7449","t40","down",NA,NA
"100789053","LOC100789053","GLYMA_07G153100","pyruvate decarboxylase 2",38895,"MSTRG.13209","t40","down",NA,NA
"100789332","LOC100789332","GLYMA_11G130900","histone H3.2",64307,"MSTRG.21989","t40","down",NA,NA
"100789608","LOC100789608","GLYMA_08G212800","pseudo histidine-containing phosphotransfer protein 6",45991,"MSTRG.15757","t40","down",NA,NA
"100789845","LOC100789845","GLYMA_10G045900","60S ribosomal protein L35",56045,"MSTRG.19113","t40","down",NA,NA
"100790389","LOC100790389","GLYMA_11G001400","40S ribosomal protein S29",61636,"MSTRG.20936","t40","down",NA,NA
"100791896","LOC100791896","GLYMA_08G232000","prohibitin-3, mitochondrial",46410,"MSTRG.15905","t40","down",NA,NA
"100791948","LOC100791948","GLYMA_10G201500","uncharacterized LOC100791948",59508,"MSTRG.20131","t40","down",NA,NA
"100792019","LOC100792019","GLYMA_06G161700","protein SUPPRESSOR OF GENE SILENCING 3",32282,"MSTRG.11081","t40","down",NA,NA
"100792019","LOC100792019","GLYMA_06G161700","protein SUPPRESSOR OF GENE SILENCING 3",32281,"MSTRG.11081","t40","down",NA,NA
"100792158","LOC100792158","GLYMA_04G217100","ribonuclease P protein subunit p25-like protein",22124,"MSTRG.7458","t40","down",NA,NA
"100792416","LOC100792416","GLYMA_08G232400","uncharacterized LOC100792416",46418,"MSTRG.15907","t40","down",NA,NA
"100792418","LOC100792418","GLYMA_16G206500","60S ribosomal protein L2, mitochondrial-like",95713,"MSTRG.32322","t40","down",NA,NA
"100793233","LOC100793233","GLYMA_20G204200","probable small nuclear ribonucleoprotein Sm D2-like",117608,"MSTRG.39726","t40","down",NA,NA
"100793429","LOC100793429","GLYMA_13G282400","uncharacterized LOC100793429",78780,"MSTRG.26714","t40","down",NA,NA
"100793726","LOC100793726","GLYMA_03G023500","uncharacterized LOC100793726",12308,"MSTRG.4256","t40","down",NA,NA
"100793880","LOC100793880","","uncharacterized LOC100793880",57965,"MSTRG.19589","t40","down",NA,NA
"100794055","LOC100794055","GLYMA_18G048400","deoxyuridine 5'-triphosphate nucleotidohydrolase",102745,"MSTRG.34854","t40","down",NA,NA
"100794110","LOC100794110","GLYMA_13G126400","60S ribosomal protein L23",75420,"MSTRG.25456","t40","down",NA,NA
"100794689","LOC100794689","GLYMA_08G129800","protein WHAT'S THIS FACTOR 9, mitochondrial",44270,"MSTRG.15126","t40","down",NA,NA
"100794762","LOC100794762","GLYMA_18G275800","uncharacterized LOC100794762",107174,"MSTRG.36234","t40","down",NA,NA
"100794816","LOC100794816","GLYMA_05G222400","1-aminocyclopropane-1-carboxylate oxidase 1",28172,"MSTRG.9531","t40","down",NA,NA
"100795096","LOC100795096","GLYMA_18G010300","50S ribosomal protein L11",101970,"MSTRG.34548","t40","down",NA,NA
"100795265","LOC100795265","GLYMA_13G320700","protein saal1",79529,"MSTRG.27002","t40","down",NA,NA
"100795307","LOC100795307","GLYMA_11G090400","upstream activation factor subunit UAF30",63471,"MSTRG.21657","t40","down",NA,NA
"100795778","LOC100795778","GLYMA_01G020500","MADS-box transcription factor 23",655,"MSTRG.280","t40","down",NA,NA
"100795875","LOC100795875","GLYMA_12G030800","glycine-rich protein 2",68129,"MSTRG.23232","t40","down",NA,NA
"100796208","LOC100796208","GLYMA_20G125700","uncharacterized LOC100796208",115954,"MSTRG.39113","t40","down",NA,NA
"100796380","LOC100796380","GLYMA_04G218800","programmed cell death protein 2-like",22157,"MSTRG.7469","t40","down",NA,NA
"100796764","LOC100796764","GLYMA_06G086300","protein NONRESPONDING TO OXYLIPINS 2, mitochondrial",30578,"MSTRG.10437","t40","down",NA,NA
"100796961","LOC100796961","GLYMA_14G136700","serine/arginine-rich splicing factor RSZ22",83619,"MSTRG.28396","t40","down",NA,NA
"100797105","LOC100797105","GLYMA_05G239000","40S ribosomal protein S2-4",28568,"MSTRG.9676","t40","down",NA,NA
"100797119","LOC100797119","GLYMA_13G236300","protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial",77784,"MSTRG.26340","t40","down",NA,NA
"100797625","LOC100797625","GLYMA_04G200700","rRNA 2'-O-methyltransferase fibrillarin 2",21756,"MSTRG.7340","t40","down",NA,NA
"100798344","LOC100798344","GLYMA_20G108800","mitochondrial pyruvate carrier 1",115597,"MSTRG.38989","t40","down",NA,NA
"100798373","LOC100798373","GLYMA_13G103200","ribosomal RNA processing protein 1 homolog",74853,"MSTRG.25273","t40","down",NA,NA
"100798674","LOC100798674","GLYMA_11G003700","40S ribosomal protein S15a-1",61675,"MSTRG.20952","t40","down",NA,NA
"100798683","LOC100798683","GLYMA_12G218100","exosome complex exonuclease RRP44 homolog A",72007,"MSTRG.24443","t40","down",NA,NA
"100798895","LOC100798895","GLYMA_06G087300","uncharacterized LOC100798895",30594,"MSTRG.10442","t40","down",NA,NA
"100799485","LOC100799485","GLYMA_09G052100","RNA-binding KOW domain-containing protein",50394,"MSTRG.17194","t40","down",NA,NA
"100799491","LOC100799491","GLYMA_09G240100","plant cysteine oxidase 2",54082,"MSTRG.18376","t40","down",NA,NA
"100799545","LOC100799545","GLYMA_04G256800","uncharacterized LOC100799545",22986,"MSTRG.7785","t40","down",NA,NA
"100799708","LOC100799708","GLYMA_11G105900","cold shock protein 2",63833,"MSTRG.21793","t40","down",NA,NA
"100799771","LOC100799771","GLYMA_06G121500","transcriptional corepressor SEUSS",31354,"MSTRG.10739","t40","down",NA,NA
"100800303","CYP43","GLYMA_06G070300, GmCYP43","peptidyl-prolyl cis-trans isomerase CYP43",30206,"MSTRG.10309","t40","down",NA,NA
"100800447","LOC100800447","GLYMA_12G166500","MACPF domain-containing protein At4g24290",70941,"MSTRG.24063","t40","down",NA,NA
"100800993","LOC100800993","GLYMA_12G227900","chromatin remodeling protein EBS-like",72164,"MSTRG.24515","t40","down",NA,NA
"100801229","LOC100801229","GLYMA_15G048700","pinin",86867,"MSTRG.29428","t40","down",NA,NA
"100801450","LOC100801450","GLYMA_09G094800","60S ribosomal protein L39",51245,"MSTRG.17459","t40","down",NA,NA
"100801545","LOC100801545","GLYMA_05G133100","E3 ubiquitin-protein ligase UPL1",26218,"MSTRG.8805","t40","down",NA,NA
"100801741","LOC100801741","GLYMA_06G135800","60S acidic ribosomal protein P1",31682,"MSTRG.10854","t40","down",NA,NA
"100801918","LOC100801918","GLYMA_06G122600","alcohol dehydrogenase 1",31372,"MSTRG.10741","t40","down",NA,NA
"100802041","LOC100802041","GLYMA_19G128800, GmPIN1e, PIN10a","auxin efflux transporter family protein",110428,"MSTRG.37229","t40","down",NA,NA
"100802042","LOC100802042","GLYMA_19G019000","uncharacterized LOC100802042",108125,"MSTRG.36578","t40","down",NA,NA
"100802339","LOC100802339","GLYMA_09G225900","equilibrative nucleotide transporter 1",53779,"MSTRG.18273","t40","down",NA,NA
"100803038","LOC100803038","GLYMA_17G238200","probable isoaspartyl peptidase/L-asparaginase 2",101251,"MSTRG.34278","t40","down",NA,NA
"100803056","LOC100803056","GLYMA_10G089200","actin-related protein 7",56974,"MSTRG.19381","t40","down",NA,NA
"100803594","LOC100803594","GLYMA_18G124600","ubiquitin-conjugating enzyme E2 2",104157,"MSTRG.35319","t40","down",NA,NA
"100803701","LOC100803701","GLYMA_07G114900","50S ribosomal protein L4, chloroplastic",38085,"MSTRG.12949","t40","down",NA,NA
"100803820","LOC100803820","GLYMA_04G008700","zinc finger protein GIS2",17568,"MSTRG.6019","t40","down",NA,NA
"100803820","LOC100803820","GLYMA_04G008700","zinc finger protein GIS2",17567,"MSTRG.6019","t40","down",NA,NA
"100803850","LOC100803850","GLYMA_05G059600","40S ribosomal protein S30",24468,"MSTRG.8364","t40","down",NA,NA
"100803911","LOC100803911","GLYMA_01G103500","auxin response factor 9",2415,"MSTRG.769","t40","down",NA,NA
"100804154","LOC100804154","GLYMA_19G164500","protein root UVB sensitive 2, chloroplastic",111175,"MSTRG.37499","t40","down",NA,NA
"100804417","LOC100804417","GLYMA_07G002000","uncharacterized LOC100804417",35673,"MSTRG.12088","t40","down",NA,NA
"100804466","LOC100804466","","uncharacterized LOC100804466",10946,"MSTRG.3733","t40","down",NA,NA
"100804776","LOC100804776","GLYMA_08G131500","60S acidic ribosomal protein P3",44305,"MSTRG.15138","t40","down",NA,NA
"100804817","LOC100804817","GLYMA_09G257500","uncharacterized LOC100804817",54409,"MSTRG.18510","t40","down",NA,NA
"100805220","LOC100805220","GLYMA_11G030700","thylakoid lumenal protein TL20.3, chloroplastic",62291,"MSTRG.21175","t40","down",NA,NA
"100805957","LOC100805957","GLYMA_04G122700","60S ribosomal protein L13-1",20018,"MSTRG.6872","t40","down",NA,NA
"100806196","LOC100806196","GLYMA_15G077400","protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial",87474,"MSTRG.29663","t40","down",NA,NA
"100806454","LOC100806454","GLYMA_10G048100","two-component response regulator-like APRR7",56098,"MSTRG.19129","t40","down",NA,NA
"100806473","LOC100806473","GLYMA_19G115600","plant cysteine oxidase 2",110158,"MSTRG.37124","t40","down",NA,NA
"100807176","LOC100807176","GLYMA_04G063000","60S ribosomal protein L39",18690,"MSTRG.6467","t40","down",NA,NA
"100807247","LOC100807247","GLYMA_07G257700","stem-specific protein TSJT1",41088,"MSTRG.13908","t40","down",NA,NA
"100807339","LOC100807339","GLYMA_11G195800","P-loop NTPase domain-containing protein LPA1 homolog 1",65262,"MSTRG.22321","t40","down",NA,NA
"100807850","LOC100807850","GLYMA_18G197600","sulfoquinovosyl transferase SQD2",105670,"MSTRG.35694","t40","down",NA,NA
"100807854","LOC100807854","GLYMA_18G297100","LOB domain-containing protein 41",107606,"MSTRG.36394","t40","down",NA,NA
"100807864","LOC100807864","GLYMA_03G189700","pyruvate kinase 1, cytosolic",15782,"MSTRG.5313","t40","down",NA,NA
"100808209","LOC100808209","GLYMA_10G172300","glucan endo-1,3-beta-glucosidase 11",58930,"MSTRG.19907","t40","down",NA,NA
"100808934","LOC100808934","GLYMA_03G189600","Myb/SANT-like DNA-binding domain-containing protein",15780,"MSTRG.5312","t40","down",NA,NA
"100809096","LOC100809096","GLYMA_02G085300","40S ribosomal protein S2-4",7108,"MSTRG.2484","t40","down",NA,NA
"100809240","LOC100809240","GLYMA_17G098900","transcription factor bHLH47",98227,"MSTRG.33292","t40","down",NA,NA
"100809393","LOC100809393","GLYMA_15G020700","profilin-4",86170,"MSTRG.29189","t40","down",NA,NA
"100809419","LOC100809419","GLYMA_16G127100","pathogenesis-related thaumatin-like protein 3.5",94259,"MSTRG.31802","t40","down",NA,NA
"100809485","LOC100809485","GLYMA_03G235800","ATP-dependent Clp protease proteolytic subunit-related protein 3, chloroplastic-like",16749,"MSTRG.5712","t40","down",NA,NA
"100810310","LOC100810310","GLYMA_17G143200","60S ribosomal protein L15-1",99110,"MSTRG.33655","t40","down",NA,NA
"100810363","LOC100810363","GLYMA_11G019500","40S ribosomal protein S2-4",62071,"MSTRG.21087","t40","down",NA,NA
"100810689","LOC100810689","GLYMA_17G083200","H/ACA ribonucleoprotein complex subunit 2-like protein",97862,"MSTRG.33165","t40","down",NA,NA
"100811085","LOC100811085","GLYMA_03G207700","40S ribosomal protein S28",16158,"MSTRG.5476","t40","down",NA,NA
"100811107","LOC100811107","GLYMA_04G068400","transcription initiation factor TFIID subunit 15",18817,"MSTRG.6517","t40","down",NA,NA
"100811636","LOC100811636","GLYMA_19G167800","60S ribosomal protein L23",111244,"MSTRG.37525","t40","down",NA,NA
"100811901","LOC100500445","","transcription factor MYB21-like",41890,"MSTRG.14202","t40","down",NA,NA
"100811945","HSF-21","GLYMA_10G029600, GmHSF-21","heat stress transcription factor 21",55722,"MSTRG.18995","t40","down",NA,NA
"100811997","LOC100811997","GLYMA_20G098400","calreticulin",115359,"MSTRG.38890","t40","down",NA,NA
"100812117","LOC100812117","GLYMA_02G103600","40S ribosomal protein S16",7552,"MSTRG.2622","t40","down",NA,NA
"100812187","LOC100812187","GLYMA_04G042100","probable isoaspartyl peptidase/L-asparaginase 2-like",18270,"MSTRG.6305","t40","down",NA,NA
"100813075","LOC100813075","GLYMA_12G055000","lysine-specific demethylase JMJ30",68608,"MSTRG.23405","t40","down",NA,NA
"100813165","LOC100813165","GLYMA_16G070900","glycine-rich RNA-binding protein 3, mitochondrial",92990,"MSTRG.31495","t40","down",NA,NA
"100813408","LOC100813408","GLYMA_10G044800","WAT1-related protein At2g37460",56018,"MSTRG.19104","t40","down",NA,NA
"100813601","LOC100813601","GLYMA_11G032800","40S ribosomal protein S30",62338,"MSTRG.21194","t40","down",NA,NA
"100813931","LOC100813931","GLYMA_18G107600","probable receptor-like protein kinase At2g42960",103828,"MSTRG.35235","t40","down",NA,NA
"100814175","LOC100814175","GLYMA_13G046300","LOB domain-containing protein 41",73659,"MSTRG.24846","t40","down",NA,NA
"100814347","LOC100814347","","uncharacterized LOC100814347",24685,"MSTRG.8419","t40","down",NA,NA
"100814593","LOC100814593","GLYMA_01G131100","aspartate aminotransferase, mitochondrial",2966,"MSTRG.918","t40","down",NA,NA
"100814873","LOC100814873","GLYMA_12G200600","uncharacterized LOC100814873",71691,"MSTRG.24306","t40","down",NA,NA
"100814897","LOC100814897","GLYMA_05G058100","L-lactate dehydrogenase B",24439,"MSTRG.8351","t40","down",NA,NA
"100815403","LOC100815403","GLYMA_12G200800","uncharacterized LOC100815403",71694,"MSTRG.24308","t40","down",NA,NA
"100815710","LOC100815710","GLYMA_11G081600","uncharacterized LOC100815710",63316,"MSTRG.21585","t40","down",NA,NA
