"number","t_id","t_name","num_exons","length","gene_id","gene_name","ctr_rep1+1","ctr_rep2+1","ctr_rep3+1","average control+1","t20_rep1+1","t20_rep2+1","t20_rep3+1","average t20+1","t40_rep1+1","t40_rep2+1","t40_rep3+1","average t40+1","FC average t20/control","log2FC t20","pvalue t20","FC average t40","log2FCt40","pvalue t40"
11013,11013,"rna-NM_001254580.2",4,1181,"MSTRG.3754","LOC100815336",1.218414,1.297968,1.480946,1.332442667,16.532065,2.125058,15.259677,11.3056,33.197342,18.620281,31.280546,27.69938967,8.484867892,3.084892197,0.096300259,20.78842892,4.377708826,0.040380348
74485,74485,"MSTRG.25145.3",8,3657,"MSTRG.25145",".",2.241792,1.837046,1.985841,2.021559667,34.931194,27.781591,33.371246,32.02801033,60.351845,32.673103,31.256035,41.42699433,15.84321792,3.985793486,0.000159593,20.49259045,4.357030461,0.020916007
59091,59091,"rna-XM_041005536.1",6,2578,"MSTRG.19975","LOC100233234",1.0372,1.010114,1,1.015771333,1,18.050312,9.623447,9.557919667,26.261063,1,30.425556,19.228873,9.409519006,3.234120977,0.157672576,18.93031667,4.24262664,0.037091548
20296,20296,"rna-NM_001356510.1",1,736,"MSTRG.6949","LOC111240476",1.175235,1.058403,1.145943,1.126527,8.165765,2.575889,8.511334,6.417662667,8.959086,24.264021,23.405025,18.876044,5.696856504,2.510166067,0.051355285,16.75596235,4.066602643,0.048866871
18500,18500,"rna-XM_003522221.5",19,3087,"MSTRG.6394","LOC100811437",1.097727,1.055628,1.161681,1.105012,23.352253,14.732544,23.384363,20.48972,25.307554,11.645387,15.732933,17.561958,18.54253166,4.212766327,0.002534194,15.89300207,3.990319759,3.97e-05
56765,56765,"rna-XM_003535759.5",2,891,"MSTRG.19336","LOC100787531",1.280978,1.19265,1.388186,1.287271333,10.837207,2.627756,12.239161,8.568041333,15.598278,20.263334,24.969711,20.27710767,6.65597152,2.73464926,0.072102042,15.75200748,3.977463797,0.043435161
40617,40617,"rna-XM_003528550.4",24,4937,"MSTRG.13723","LOC100779615",1,1,1,1,10.339499,4.423326,4.283793,6.348872667,16.87194,13.876709,16.395041,15.71456333,6.348872667,2.666500444,0.055218696,15.71456333,3.974030279,0.021837608
94951,94951,"rna-XM_014769193.3",3,1660,"MSTRG.32043","LOC100791196",1,1,1.56702,1.189006667,46.332977,5.311356,12.122911,21.255748,34.568821,8.473063,12.832823,18.62490233,17.87689556,4.16002432,0.189057649,15.66425391,3.96940415,0.001128393
54505,54505,"MSTRG.18541.6",17,2482,"MSTRG.18541",".",1,1,1,1,21.665314,10.341301,12.306855,14.77115667,22.406256,2.763596,21.449677,15.539843,14.77115667,3.884710897,0.016931663,15.539843,3.957900023,0.001527627
3715,3715,"MSTRG.1167.1",2,1794,"MSTRG.1167",".",1.241271,1.055954,1.136427,1.144550667,16.542592,1.943067,1.245222,6.576960333,16.410291,18.243614,16.794666,17.14952367,5.746325195,2.52263964,0.337261308,14.98362996,3.905315271,0.032028742
51753,51753,"MSTRG.17586.1",2,2224,"MSTRG.17586",".",1.000518,1.049255,1.104372,1.051381667,8.689224,4.409676,8.069145,7.056015,20.751785,16.926156,8.300122,15.326021,6.711183221,2.746567144,0.010856023,14.57702895,3.865624799,0.02670324
30894,30894,"MSTRG.10552.1",1,1301,"MSTRG.10552",".",1.066089,1,1.762398,1.276162333,16.679675,2.763665,8.533689,9.325676333,21.407784,9.411448,22.772024,17.863752,7.307594097,2.869396501,0.117388188,13.99802481,3.807151365,0.032326244
7180,7180,"rna-XM_006574775.4",4,2780,"MSTRG.2507","LOC100780940",1,1,1,1,5.548622,1.477763,5.336109,4.120831333,14.946585,15.039145,11.385389,13.790373,4.120831333,2.042935415,0.077749288,13.790373,3.785589574,0.03932324
88072,88072,"rna-XM_003547209.5",1,1400,"MSTRG.29887","LOC100796453",1.214546,1.230172,1.475819,1.306845667,14.29696,2.633141,14.582942,10.50434767,13.087848,22.158991,18.095078,17.780639,8.037940466,3.006825892,0.07973129,13.60576803,3.766146493,0.015644165
68649,68649,"MSTRG.23420.1",2,512,"MSTRG.23420",".",1.251901,1.749951,1.442366,1.481406,21.894272,2.72211,3.402998,9.339793333,26.012224,13.889395,19.84479,19.91546967,6.304681724,2.656423542,0.279131046,13.44362698,3.748850513,0.037501678
6717,6717,"rna-XM_003519878.4",15,2289,"MSTRG.2333","LOC100817285",1.236915,1.217654,1.503108,1.319225667,12.474214,3.079488,9.204995,8.252899,18.360229,15.250878,18.255783,17.28896333,6.255866004,2.645209612,0.065584625,13.10538732,3.712088087,0.030604636
102605,102605,"rna-NM_001251665.2",1,1657,"MSTRG.34808","41275",1.440981,1.206319,1.905112,1.517470667,25.29232,4.932973,26.241951,18.82241467,13.680348,23.738226,21.74987,19.72281467,12.40380792,3.632711185,0.067572036,12.9971637,3.700124921,0.004458136
10532,10532,"rna-XM_003519276.4",1,1805,"MSTRG.3571","LOC100790182",1.856091,1.238062,1.773025,1.622392667,15.495594,2.334835,15.037803,10.95607733,13.561795,23.035234,26.168753,20.92192733,6.75303677,2.755536413,0.096663507,12.89572355,3.688820817,0.048131135
10322,10322,"MSTRG.3489.1",3,1379,"MSTRG.3489",".",1,1,1,1,24.117449,1.062876,1,8.726775,32.15337,1,5.127813,12.76039433,8.726775,3.125448601,0.372151806,12.76039433,3.673601008,0.023361523
115952,115952,"rna-XM_003555895.5",1,897,"MSTRG.39112","LOC100795681",2.33782,1.814486,2.224525,2.125610333,30.238214,8.814804,42.166546,27.073188,18.091534,21.411295,40.434528,26.64578567,12.73666559,3.67091573,0.062867504,12.53559284,3.647958321,0.037620163
74936,74936,"rna-NM_001253985.1",4,1367,"MSTRG.25299","LOC100787073",1.201018,1,1.50072,1.233912667,37.402145,4.150266,4.269609,15.27400667,17.751352,19.442728,8.809024,15.334368,12.37851517,3.629766365,0.273300708,12.42743381,3.635456515,0.004444633
102327,102327,"MSTRG.34708.2",2,1666,"MSTRG.34708",".",1,1,1.094132,1.031377333,4.274953,1.655105,4.891295,3.607117667,13.298429,15.376067,9.385986,12.68682733,3.497379233,1.806274241,0.060366564,12.30085918,3.620687182,0.049441241
68585,68585,"MSTRG.23399.2",12,1953,"MSTRG.23399",".",1,1,1,1,17.944651,1,1,6.648217,20.012348,6.673934,9.934996,12.20709267,6.648217,2.732967473,0.373900966,12.20709267,3.609647733,0.005974465
105176,105176,"rna-XM_003551371.5",7,1750,"MSTRG.35553","LOC100787174",1.182065,1.141173,1.285098,1.202778667,13.48158,1.060077,10.845294,8.462317,15.278073,13.135284,13.887946,14.10043433,7.035639419,2.814681546,0.127106734,11.72321618,3.551296512,0.01072085
102710,102710,"rna-XM_003553075.4",8,2231,"MSTRG.34841","LOC112997608",1.260484,1.038534,1.498277,1.265765,7.022304,2.023232,8.691781,5.912439,13.921843,13.188935,16.787846,14.63287467,4.671040043,2.223743813,0.081647529,11.56049873,3.531131733,0.044893201
66406,66406,"rna-NM_001317643.2",1,1636,"MSTRG.22622","LOC100800966",2.809778,1.840248,2.672765,2.440930333,32.505953,6.627704,30.950565,23.36140733,18.937637,33.420719,31.65756,28.00530533,9.570698112,3.258624163,0.067111669,11.4732096,3.520197133,0.039310847
105907,105907,"rna-XM_006602627.4",5,2234,"MSTRG.35761","LOC100792833",1,1.422021,1.464529,1.295516667,11.242276,2.417857,4.238383,5.966172,14.530398,14.928656,15.007309,14.822121,4.605245269,2.203277994,0.157989671,11.44108862,3.516152426,0.041554368
16551,16551,"rna-NM_001317645.1",3,1257,"MSTRG.5643","LOC778182",1,1.367392,1.76254,1.376644,17.210543,3.712906,3.528069,8.150506,22.885933,14.223683,10.091561,15.73372567,5.920561888,2.565734101,0.209613287,11.4290446,3.514632902,0.03204363
26998,26998,"rna-XM_003524958.4",1,1610,"MSTRG.9103","LOC100813636",1.011066,1.007384,1.004388,1.007612667,17.052286,17.984913,19.469328,18.16884233,11.141665,11.088208,12.1369,11.455591,18.03157397,4.17245343,1.68e-05,11.36904227,3.507038821,0.003518082
78846,78846,"rna-NM_001250072.2",3,553,"MSTRG.26740","LOC100499858",1.602729,1,1.788372,1.463700333,16.752819,7.979019,31.836678,18.856172,19.839785,17.936005,10.559154,16.111648,12.88253584,3.687344701,0.067126422,11.00747717,3.460411947,0.001970176
50701,50701,"rna-XM_003534881.5",1,1931,"MSTRG.17303","LOC100802708",1.178109,1.222454,1.222319,1.207627333,8.728593,3.161708,13.100389,8.33023,8.860382,14.250599,16.538406,13.21646233,6.898013791,2.786181013,0.068462355,10.94415634,3.452088839,0.017630978
42468,42468,"MSTRG.14441.1",6,2051,"MSTRG.14441",".",1.053839,1.134476,1.040029,1.076114667,7.5742,1.639026,5.891423,5.034883,9.408552,14.089216,11.598322,11.69869667,4.67876069,2.226126439,0.088496176,10.87123615,3.442444091,0.023795779
90779,90779,"rna-NM_001254439.1",6,957,"MSTRG.30685","ANN11",1.158073,1.55734,1.059307,1.25824,16.864406,2.60956,2.87352,7.449162,18.901178,7.406001,14.608402,13.638527,5.920302963,2.565671006,0.259066559,10.83936848,3.438208801,0.021202758
58219,58219,"MSTRG.19664.4",3,3334,"MSTRG.19664",".",5.021083,1,1,2.340361,1,31.87974,43.606678,25.49547267,38.319519,3.119301,34.459534,25.29945133,10.89382051,3.445438097,0.144180905,10.81006363,3.43430311,0.038588659
35462,35462,"rna-NM_001250541.2",1,1966,"MSTRG.12036","LOC732593",1.480716,1.109174,1.382178,1.324022667,15.626899,1.75212,5.53346,7.637493,15.391817,10.770632,16.028996,14.063815,5.768400491,2.528171332,0.202181836,10.62203492,3.408988272,0.027822623
42218,42218,"rna-NM_001248602.2",2,814,"MSTRG.14340","LOC100527399",2.583382,1.052631,1.321209,1.652407333,28.242741,3.864407,9.676268,13.92780533,14.619938,23.556078,13.879733,17.35191633,8.428796612,3.075326671,0.170970697,10.50099209,3.392453729,0.011850312
10399,10399,"rna-XM_006575398.4",21,3685,"MSTRG.3521","LOC100785752",1,1,4.883752,2.294584,62.266956,11.113297,16.818531,30.06626133,28.165667,9.586539,32.960823,23.57100967,13.10314259,3.711840957,0.162346842,10.27245447,3.360709031,0.023636609
14337,14337,"rna-XM_014773714.3",18,2548,"MSTRG.4803","LOC100806458",1,1,1.000695,1.000231667,21.511288,2.644987,2.04549,8.733921667,12.276692,4.363122,14.174442,10.27141867,8.731898777,3.126295406,0.29286398,10.26903967,3.360229367,0.003420979
26621,26621,"MSTRG.8951.1",1,548,"MSTRG.8951",".",1.470444,1.392195,1.392023,1.418220667,8.180715,3.545185,15.606441,9.110780333,6.396006,19.028006,17.431683,14.28523167,6.424092208,2.683492601,0.093706124,10.07264384,3.332370503,0.026039267
26568,26568,"MSTRG.8931.3",12,3777,"MSTRG.8931",".",1.010026,1,1.007001,1.005675667,1,5.81038,6.463158,4.424512667,6.618205,13.401945,10.301392,10.10718067,4.399542331,2.137353453,0.11816466,10.05013943,3.329143611,0.019904997
116364,116364,"rna-XM_003555992.5",10,3254,"MSTRG.39261","LOC100800451",2.744694,1,3.346391,2.363695,17.626122,10.016428,33.740192,20.460914,23.146433,20.457281,27.368479,23.65739767,8.656325795,3.113754798,0.061672628,10.00865072,3.323175591,0.038335435
15124,15124,"MSTRG.5075.1",1,3177,"MSTRG.5075",".",1.675968,1.50404,1.970881,1.716963,15.055874,4.14522,10.23372,9.811604667,12.160809,18.747684,19.685072,16.86452167,5.714511417,2.514630155,0.062513034,9.822297667,3.296060544,0.044162801
56767,56767,"rna-XM_003535760.5",1,1067,"MSTRG.19337","LOC100788062",1.722965,1.401914,1.653679,1.592852667,10.683223,4.447493,13.171141,9.433952333,14.629106,13.495152,18.649057,15.591105,5.922677301,2.566249483,0.039165617,9.788165172,3.291038447,0.037140224
45080,45080,"rna-XM_006585351.3",3,1314,"MSTRG.15418","LOC100808692",1,1,1.060288,1.020096,7.318753,1.270321,2.708169,3.765747667,10.373635,9.290792,9.871271,9.845232667,3.691562036,1.884231403,0.206796124,9.651280533,3.270720372,0.029948923
86932,86932,"rna-XM_026125664.2",13,2203,"MSTRG.29454","LOC100806204",4.238293,1,3.34671,2.861667667,157.550613,7.201187,52.116673,72.289491,42.524982,12.734611,26.931204,27.39693233,25.26131592,4.658857889,0.194288853,9.573764503,3.259086319,3.44e-05
76819,76819,"rna-XM_003541519.5",8,2371,"MSTRG.25984","CRK42",1,1,1,1,5.448678,1.428004,3.829751,3.568811,10.346567,7.539108,10.743032,9.542902333,3.568811,1.8354435,0.092718313,9.542902333,3.254428107,0.035072912
8508,8508,"rna-XM_003518878.5",1,1634,"MSTRG.2953","LOC100797018",1.315373,1.419761,1.640387,1.458507,14.668115,2.366947,9.983945,9.006335667,14.075425,9.544684,17.963215,13.861108,6.17503767,2.626447938,0.103079543,9.503628025,3.24847837,0.031591611
74100,74100,"rna-XM_003543513.5",1,1529,"MSTRG.25013","LOC100812586",1.168609,1.561132,1.385914,1.371885,5.567415,2.941649,9.703777,6.070947,7.747313,15.938181,15.398396,13.02796333,4.425259406,2.145762028,0.075700782,9.496396075,3.247380108,0.045391767
108063,108063,"rna-XM_003554110.5",1,1450,"MSTRG.36555","LOC100780084",1.592091,1.634096,1.46293,1.563039,10.19172,3.8647,13.373419,9.143279667,9.075266,18.143452,17.18211,14.800276,5.849681081,2.548357972,0.053423467,9.468910245,3.243198399,0.032834383
75554,75554,"rna-NM_001248422.3",1,909,"MSTRG.25512","LOC100526874",1.047295,1,1.059084,1.035459667,3.821165,1.664208,6.375941,3.953771333,8.180942,8.693318,12.474073,9.782777667,3.818373096,1.932958076,0.098773158,9.447763132,3.239972795,0.040197544
74482,74482,"MSTRG.25145.1",10,2397,"MSTRG.25145",".",1,1.286551,1.339201,1.208584,41.738045,4.255116,6.158479,17.38388,1,4.764036,28.366844,11.37696,14.38367544,3.846360468,0.255207653,9.413462366,3.234725458,0.032427554
49448,49448,"rna-XM_003534659.5",1,1402,"MSTRG.16833","LOC100799496",1,1,1.095769,1.031923,7.740439,1.563966,6.104873,5.136426,7.707279,9.883751,11.345074,9.645368,4.977528362,2.315429536,0.090488573,9.346984223,3.224500959,0.016068373
80745,80745,"MSTRG.27449.3",10,2578,"MSTRG.27449",".",1,1,1,1,7.421943,1,1,3.140647667,9.029487,11.111513,7.812142,9.317714,3.140647667,1.651062104,0.373900966,9.317714,3.219976049,0.036370925
30941,30941,"rna-XM_003526526.5",1,1208,"MSTRG.10572","LOC100793598",2.316069,1.781407,1.908604,2.002026667,23.837364,5.558496,27.805033,19.06696433,13.690981,22.870363,19.026651,18.52933167,9.523831351,3.251542073,0.067462628,9.255287142,3.21027775,0.011443479
12162,12162,"rna-XM_003521873.5",1,972,"MSTRG.4206","LOC100807334",1.088459,1.088446,1.801186,1.326030333,6.653817,1.861045,11.211777,6.575546333,9.920825,9.472894,17.199743,12.19782067,4.958820449,2.309996989,0.124798101,9.198749355,3.201437728,0.046704146
68587,68587,"MSTRG.23400.2",12,1912,"MSTRG.23400",".",1,1,1.155987,1.051995667,12.538704,1.052218,1.094068,4.894996667,6.529012,7.326407,14.961679,9.605699333,4.653057823,2.218179115,0.371573836,9.130930511,3.190761889,0.043313988
107553,107553,"rna-XM_003552670.5",4,1887,"MSTRG.36377","LOC100802020",1.250535,1,1.092314,1.114283,42.032658,1.698457,4.211059,15.98072467,6.736434,11.146874,12.107544,9.996950667,14.34171092,3.842145238,0.318095854,8.971644247,3.165372414,0.000927238
92260,92260,"rna-XM_006598887.3",6,3617,"MSTRG.31211","LOC100815486",1,1,1,1,1.012334,3.256358,8.00112,4.089937333,1,13.037139,12.827612,8.954917,4.089937333,2.032078738,0.20802374,8.954917,3.16268006,0.039311201
52914,52914,"rna-XM_041005030.1",3,2117,"MSTRG.17931","LOC100802692",1.49954,1.536029,1.276823,1.437464,7.367143,2.548557,6.919417,5.611705667,15.112964,10.300513,12.828446,12.74730767,3.903893013,1.964913516,0.053424416,8.867914376,3.14859484,0.047261981
68389,68389,"MSTRG.23331.3",3,1810,"MSTRG.23331",".",1,1,1,1,33.385494,7.990866,7.495197,16.290519,10.573533,6.590164,9.311551,8.825082667,16.290519,4.025960662,0.148185163,8.825082667,3.141609793,0.012213728
111928,111928,"rna-NM_001371115.1",1,928,"MSTRG.37788","SYP24",1.046327,1.04632,1.347244,1.146630333,4.992919,2.475502,8.572896,5.347105667,6.229421,9.861204,13.982961,10.02452867,4.663321309,2.221357837,0.07676963,8.742598535,3.128062151,0.035794919
4702,4702,"MSTRG.1576.2",11,3794,"MSTRG.1576",".",1.056657,1.045318,1.007078,1.036351,5.899986,1.376793,3.417038,3.564605667,6.891157,10.255167,10.033364,9.059896,3.439573722,1.782229778,0.125373344,8.742111505,3.12798178,0.034494622
68724,68724,"MSTRG.23448.2",8,1395,"MSTRG.23448",".",1.022018,1.215825,1.04728,1.095041,1.187545,8.325871,1.746461,3.753292333,10.760326,10.539101,7.242598,9.514008333,3.427535894,1.777171774,0.310787502,8.688266771,3.119068401,0.033847237
87903,87903,"rna-XM_041009970.1",10,1999,"MSTRG.29808","LOC100819543",1,1.004773,1,1.001591,9.603654,1.459506,3.452385,4.838515,13.301445,6.393151,6.171452,8.622016,4.830829151,2.272270831,0.192538211,8.608320163,3.105731736,0.007537848
64350,64350,"rna-XM_006591503.4",1,981,"MSTRG.22007","LOC100783677",1.779917,1.799077,2.462671,2.013888333,24.088438,2.197052,4.554185,10.27989167,23.638168,12.155124,15.439473,17.07758833,5.104499339,2.351769465,0.299554391,8.47990827,3.084048659,0.048632572
11364,11364,"MSTRG.3902.2",2,1865,"MSTRG.3902",".",1.567458,1.593263,1.787496,1.649405667,1.782739,22.541567,19.567574,14.63062667,1.506838,20.4347,19.894428,13.945322,8.870241544,3.148973391,0.115741584,8.454755721,3.079763072,0.016815383
45324,45324,"rna-XM_003532918.4",14,2474,"MSTRG.15511","LOC100784124",1.329761,1.973977,1.691564,1.665100667,41.130768,5.139513,5.498945,17.25640867,23.756102,7.294216,11.122947,14.057755,10.36358282,3.373450942,0.261622834,8.442585652,3.077684911,0.000873575
5849,5849,"rna-XM_006574500.4",5,2074,"MSTRG.2030","LOC100797561",1.518146,1.331607,1.388608,1.412787,14.720273,2.46648,9.235082,8.807278333,13.388439,13.451316,8.935421,11.92505867,6.233974643,2.640152287,0.105266439,8.44080436,3.077380486,0.009786447
81676,81676,"MSTRG.27815.5",5,1127,"MSTRG.27815",".",1,1,1,1,2.698055,1,4.725879,2.807978,10.437327,9.474226,5.313396,8.408316333,2.807978,1.489531632,0.168499763,8.408316333,3.071816947,0.049591415
103617,103617,"rna-XM_003551835.4",1,773,"MSTRG.35178","LOC100791945",1.111232,1.110844,1.17335,1.131808667,8.03502,1.35219,3.424419,4.270543,7.783999,7.63676,12.765758,9.395505667,3.773202243,1.91578943,0.187230411,8.301319773,3.053340719,0.04573166
19567,19567,"rna-XM_003522739.4",1,1229,"MSTRG.6772","LOC100810910",1.699261,1.261731,1.479824,1.480272,14.540255,3.778677,16.609156,11.642696,8.354951,14.207587,13.086555,11.883031,7.865240983,2.975490969,0.063041421,8.027599657,3.00496867,0.00393836
74641,74641,"rna-XM_026124886.2",1,1104,"MSTRG.25203","LOC100784249",1.070632,1.538202,1.052377,1.220403667,5.661745,4.247652,5.944911,5.284769333,5.737939,11.685717,11.817393,9.747016333,4.330345342,2.114482083,0.001769863,7.986715049,2.997602242,0.029603185
75209,75209,"MSTRG.25392.2",7,1718,"MSTRG.25392",".",1,1,1.139144,1.046381333,5.153843,1.993,3.587331,3.578058,7.965281,7.440716,9.568264,8.324753667,3.419458935,1.773768064,0.050281626,7.955755139,2.991998874,0.032085105
40006,40006,"rna-XM_003528432.5",2,1588,"MSTRG.13503","LOC100782473",1.338316,1.173703,3.198958,1.903659,40.210449,4.204333,9.422044,17.94560867,23.389177,10.055584,11.724355,15.056372,9.426902962,3.236783877,0.227115848,7.90917491,2.9835272,0.004448117
54215,54215,"rna-XM_003534443.5",3,2471,"MSTRG.18423","LOC100817267",1.000005,1.000664,1,1.000223,4.992022,2.664399,6.234514,4.630311667,5.862652,9.177542,8.559938,7.866710667,4.629279337,2.210787619,0.025600362,7.864956782,2.975438838,0.007659899
482,482,"rna-XM_014766058.3",7,1933,"MSTRG.213","LOC100810158",1,1,1.28454,1.094846667,18.564648,2.204716,2.378434,7.715932667,14.126675,3.459708,7.867459,8.484614,7.047500715,2.817111719,0.289343515,7.749591112,2.954120192,9.6e-05
53452,53452,"MSTRG.18147.1",7,1468,"MSTRG.18147",".",1.046857,1.068418,1.052715,1.055996667,8.881588,3.278106,4.157844,5.439179333,12.073184,6.460972,5.965767,8.166641,5.150754264,2.364783713,0.065406473,7.733585962,2.951137528,0.003970078
89259,89259,"rna-XM_003546413.5",9,2440,"MSTRG.30323","LOC100784098",1.598352,1.526091,1.755054,1.626499,9.912721,3.554286,11.206454,8.224487,14.622141,14.177606,8.753172,12.51763967,5.056558289,2.338155759,0.0493639,7.696063551,2.944120712,0.029442758
43802,43802,"MSTRG.14947.3",3,1445,"MSTRG.14947",".",1,1,1,1,1,1,8.738889,3.579629667,2.762311,11.008967,9.265835,7.679037667,3.579629667,1.83981034,0.373900966,7.679037667,2.940925524,0.026095858
67934,67934,"rna-NM_001249366.1",1,785,"MSTRG.23178","LOC100306014",1.048517,1.101544,1.320603,1.156888,1.479369,5.088425,4.622101,3.729965,7.992776,11.139402,7.340181,8.824119667,3.224136649,1.688912891,0.086271049,7.627462353,2.931203154,0.03406188
58378,58378,"MSTRG.19724.2",18,5811,"MSTRG.19724",".",1.042395,1.061241,1.053864,1.0525,11.841965,1.054472,1.142809,4.679748667,2.090849,11.589617,10.321354,8.000606667,4.446317023,2.152610816,0.368416322,7.601526524,2.926289167,0.018676532
116876,116876,"MSTRG.39453.8",14,4419,"MSTRG.39453",".",1.291691,1.276108,1.021665,1.196488,1,9.652181,5.110805,5.254328667,13.799289,1,12.440727,9.080005333,4.391459561,2.134700519,0.179913766,7.588881237,2.923887217,0.033355413
16924,16924,"MSTRG.5771.1",6,659,"MSTRG.5771",".",1,1,1,1,1,12.386792,1,4.795597333,1,15.425656,6.325417,7.583691,4.795597333,2.261710527,0.373900966,7.583691,2.922900182,0.002900076
67475,67475,"rna-NM_001248176.2",1,2484,"MSTRG.23006","LOC100305418",1.207686,1.085888,1.637033,1.310202333,9.953877,3.243831,10.93961,8.045772667,7.712523,8.612327,13.3683,9.897716667,6.140862722,2.618441352,0.049858194,7.554342118,2.917306121,0.015396899
30916,30916,"rna-NM_001250242.2",1,767,"MSTRG.10564","LOC100500381",1.115652,1.598533,1.279856,1.331347,4.467151,2.267264,7.442739,4.725718,7.468512,10.139425,12.027453,9.878463333,3.549576482,1.8276469,0.087310899,7.419901298,2.891399996,0.048462276
14239,14239,"rna-XM_003520388.4",2,1722,"MSTRG.4773","LOC100801122",1,1,1,1,11.467572,2.781397,3.958132,6.069033667,8.385417,6.107056,7.645021,7.379164667,6.069033667,2.601466824,0.135891133,7.379164667,2.88345751,0.000244571
98531,98531,"rna-NM_001251476.2",2,851,"MSTRG.33412","LOC100527593",1.563738,1.459222,3.925279,2.316079667,45.666687,3.419772,7.802314,18.96292433,25.913832,12.905911,12.309905,17.043216,8.187509526,3.03342468,0.28308348,7.358648428,2.879440809,0.019071359
75213,75213,"MSTRG.25393.3",3,1669,"MSTRG.25393",".",1,1,1,1,9.898705,1,1,3.966235,1,14.721981,6.314163,7.345381333,3.966235,1.98777016,0.373900966,7.345381333,2.87683739,0.008184397
59018,59018,"rna-XM_003536138.5",2,1366,"MSTRG.19939","LOC100818724",1.525482,1.031467,3.183909,1.913619333,44.853489,3.446025,10.442551,19.58068833,19.656647,9.333804,12.993924,13.99479167,10.23227974,3.355055707,0.240040518,7.313257882,2.870514236,0.001279013
